新聞編號,網址,標題,摘要,關鍵字,內容,發布時間,類別,類別號碼
5723196,https://news.cnyes.com/news/id/5723196,宏碁子公司安圖斯耕耘南亞市場有成 拿下印度國營企業BHEL大單,宏碁子公司 Altos 安圖斯科技宣布贏得印度國營企業巴拉特重型電氣 Bharat Heavy Electricals Limited（BHEL）的大型專案訂單，成功於印度逾 35 個地點部署 1700 餘台工作站。,"['宏碁', 'AI', '印度', '安圖斯科技']","宏碁子公司 Altos 安圖斯科技宣布贏得印度國營企業巴拉特重型電氣 Bharat Heavy Electricals Limited（BHEL）的大型專案訂單，成功於印度逾 35 個地點部署 1700 餘台 Altos BrainSphereTM P130 F9 工作站。

安圖斯科技總經理李占傑指出，安圖斯科技自 2022 年在印度設立分公司以來，在印度市場的布局成效顯著，印度作為全球經濟發展的重要引擎之一，為公司提供了龐大的市場機會，印度政府於 2023 年推出最新版的資訊科技（IT）生產相關激勵計畫（PLI 2.0），加速了當地電子製造業的發展。

李占傑補充，安圖斯科技成功贏得 BHEL 專案訂單，不僅彰顯了旗下產品於海外的市場接受度，也深化了與當地客戶的合作，公司將持續深耕印度市場，推動更多技術突破與發展。

據 Research & Markets 市場研究報告指出，印度 IT 硬體市場規模有望在 2029 年成長至 278.6 億美元，而 BHEL 是印度政府擁有 63.17% 股權的國營企業，作為印度最大的綜合電廠設備製造商，其業務涵蓋多個關鍵基礎設施領域，對印度的工業發展和能源安全至關重要。

安圖斯科技將透過 Altos BrainSphereTM P130 F9 工作站，為 BHEL 的 CAD/CAM 設計師提供高性能工作站，支援 AutoCAD 及 Siemens UG NX 等應用程式，並能根據 BHEL 的技術規範量身定制解決方案，確保產品高匹配度。

而為了符合印度政府的「當地製造」政策，安圖斯科技此次交付的 P130 F9 工作站完全在印度本地組裝完成。

Altos BrainSphereTM P130 F9 搭載第 14 代 Intel Core™ i 處理器、DDR5 ECC 記憶體與雙 LAN 技術，具備高效能和安全穩定的網路連線，且支援 NVIDIA® Quadro RTX 顯示卡及 Intel vPro® 平台，適合企業的遠端管理需求。
",2024-09-24 17:13:58,台股新聞,827
5723219,https://news.cnyes.com/news/id/5723219,永豐金證券-大戶投APP推出「閃電下單」，同步上線「分時閃電指標」，3大功能讓投資人掌握交易優勢,無,"['趨勢分析', '永豐金證券', '大戶投', '閃電下單']","永豐金證券大戶投 APP 即日起推出「閃電下單」功能。為了協助投資人掌握進出場時機，並讓當沖使用者體驗到有別於一般下單匣的高效交易優勢，自行開發出 3 大短線交易小工具：光速模式、自訂面板排序、與閃電報價指標，一個 APP 畫面整合了報價、交易、刪單的投資流程，投資人只需 1 鍵即能秒速完成下單。

■ 延伸閱讀推薦：想使用閃電下單該怎麼開始？3 大應用情境，實測短線交易下單 (大戶投 APP 為例)！ 

近年政府為提升台股動能，自 2017 年 4 月 28 日起，將現股當沖交易之證券交易稅稅率由 3‰調降至 1.5‰，並二度延長實施至 2024 年底。根據證交所數據，實施當沖稅率減半前的當年第一季，當沖買進金額占市場比重僅為 9.9%，而實施 7 年後，至今年 8 月當沖占比拉升至 37.6%，顯見當沖交易策略、已成為投資人參與股市的主要方式之一。　

永豐金證券分析，當沖以頻繁交易賺取微小價差，交易速度為投資人重視的關鍵之一，大戶投 APP 新推出「閃電下單」功能，在交易流程導入最重要的「光速模式」，讓投資人 1 鍵即可完成下單送出，不必像傳統交易流程、需再次點選下單確認頁才能送出委託單，讓當沖者完整掌握交易時機。



此外，當沖投資人通常會採用盯盤方式操作股票，在盤勢變化時會需要秒速刪單並調整價格，「閃電下單」介面搭配「光速模式」，提供單一價格或全部委託單 1 鍵刪除的快捷功能，免去切換委託單頁面的繁雜流程錯失成交機會。

■ 延伸閱讀推薦：00935 成分股鎖定 強勢科技股 + 創新主流股「台版 QQQ」00935 怎麼買賣!?

永豐金證券進一步觀察到，過往市場閃電下單以桌機版本為主，投資人可自由配置看盤介面，但如何在有限制的手機 APP 畫面呈現多樣高效看盤需求，成為一大挑戰。大戶投 APP 特別設計「自訂面板排序」功能，讓使用者可以根據自身習慣，排序 4 個交易小工具：委託條件、今日可現股當沖、今日新增股數、總庫存；其中，委託條件設定協助投資人設定 3 組快捷委託張數，例如可同時設定 1 張、5 張、10 張，快速於 APP 介面中變化下單委託張數；其他三個則屬於帳務小工具，協助客戶排序最想看的帳務類型，並提供庫存即時損益試算、協助當沖族群判斷停損停利時機。

從客戶訪談需求中，永豐金證券特別設計出「分時閃電指標」，協客戶解決閃電下單交易當下無法切換分時報價畫面盯盤的困擾，大戶投 APP「閃電下單」於報價介面中，會呈現盤中當下成交價的連續累加量，例如，目前成交價為 10 元，同一價位連續三筆單分別成交 10、20、30 張，則報價介面會在此價位左方顯示累加量 60 張；這個服務除了解決客戶切換分時報價畫面的時間差困擾，也能協助客戶自動加總累計量，永豐金證券透過切入當沖族群痛點，貼心推出全新大戶投 APP「閃電下單」功能。

■ 延伸閱讀推薦：想使用閃電下單該怎麼開始？3 大應用情境，實測短線交易下單 (大戶投 APP 為例)！ 
",2024-09-24 17:02:25,台股新聞,827
5723195,https://news.cnyes.com/news/id/5723195,〈訊舟法說〉拓展康全多元客戶 布局新產品線擴大營運,網通廠訊舟在今日舉行的法人說明會上，說明了公司未來的發展方向，訊舟資深副總經理潘良榮表示，將持續聚焦印度市場，並積極開發新產品，讓訊舟也進入印度市場，除了解決康全電訊客戶單一的問題，也能帶動訊舟成長。,"['訊舟', '康全電訊', '印度', '網通']","網通廠訊舟 (3047-TW) 在今日舉行的法人說明會上，說明了公司未來的發展方向，訊舟資深副總經理潘良榮表示，將持續聚焦印度市場，並積極開發新產品，讓訊舟也進入印度市場，除了解決康全電訊 (8089-TW) 客戶單一的問題，也能帶動訊舟成長。

潘良榮指出，公司子公司康全電訊已成功打入印度市場，當地市場有巨大潛力，由於印度市場有本地製造要求，訊舟已經採取了深耕本地化的策略。公司已在印度設立子公司，並計劃擴大當地的研發和製造能力。

潘良榮表示，訊舟計劃將零售和商用產品帶入印度市場，以擴大業務範疇，也在研發次世代升級產品，希望能滿足客戶需求；此外，雖然康全電訊目前在印度的主要客戶集中，但公司正積極開拓新客戶，以分散風險並增加市場占比。

展望未來，潘良榮表示，今年第四季的表現會略優於前三季，康全電訊明年上半年的營運曲線可能與今年相近，預計從第一季末到第二季開始逐漸攀升，訂單部分會與今年上半年相當。

潘良榮補充，由於印度地區的網通設備仍屬於剛起步，因此鋪設速度較慢，因此明年初拉貨速度會較慢，不過客戶對於鋪設進度感到滿意，仍看好後勢發展。
",2024-09-24 16:49:04,台股新聞,827
5723193,https://news.cnyes.com/news/id/5723193,集保結算所攜13家券商 共組複委託國家隊,集保結算所今 (24) 日與 13 家複委託證券商，舉行「複委託 × 跨境集保─合作共贏」發表會，共組複委託國家隊，以讓證券商降低成本有感、服務更便利有感、投資人資產保障有感的三大行動目標，邁向複委託跨境保管新紀元。,"['集保結算所', '券商', '複委託']","集保結算所今 (24) 日與 13 家複委託證券商，舉行「複委託 × 跨境集保─合作共贏」發表會，共組複委託國家隊，以讓證券商降低成本有感、服務更便利有感、投資人資產保障有感的三大行動目標，邁向複委託跨境保管新紀元。

金管會證期局長張振山致詞表示，全球資本市場蓬勃發展，吸引不少國人透過國內券商以「複委託」作為投資管道，目前我國已有 38 家證券商經營複委託業務，其業務涵蓋 49 個國家、72 個證券交易市場之有價證券。

今年複委託投資市場更是快速成長，前 8 月複委託成交金額高達 5 兆 592 億元，已逾去年一整年的總成交量。隨交易量成長，投資人安全保障更形重要，金管會今年 5 月修法，明定複委託券商得委由集保結算所保管外國有價證券，增加複委託證券商的選擇彈性，也強化投資人權益保障，創造市場合作共贏局面。

集保結算所董事長林丙輝強調，在金管會指導下，集保結算所提供金融市場各項服務，對於跨境保管業務亦有多年經驗，保管外國有價證券規模已達新臺幣 5 兆元。

集保結算所今年起與 Euroclear、Clearstream、花旗銀行、摩根大通等四大全球保管機構合作，結合各證券商發揮在地化優勢，將國人複委託買賣外國有價證券委由集保結算所保管，除能降低保管成本及風險外，亦可提升跨機構整合效率，透過集保結算所建置自動化、標準化的訊息傳遞及 24 小時不間斷的服務，創造更安全的交易環境。

在各界共同努力下，集保結算所複委託服務已建置完成，其中元大證券、元富證券、永豐金證券、台新證券、兆豐證券、統一證券、第一金證券、國票證券、國泰證券、富邦證券、華南永昌證券、凱基證券、群益金鼎證券等 13 家業者均與集保結算所簽約。

依證券商公會統計，該 13 家業者 2023 年交易金額合計達市占率九成，足顯對市場的影響力。

集保結算所秉持「完善金融資產集保平台」、「引領金融服務數位創新」及「共推金融市場永續發展」三大願景，持續與證券商攜手合作，提供全方位的投資人服務。未來將以複委託跨境保管多元資產為出發點，致力於提升資產活化價值，並協助主管機關建立兼具安全與發展的新金融市場，成為臺灣前進亞洲資產管理中心的重要基石。
",2024-09-24 16:47:12,台股新聞,827
5723186,https://news.cnyes.com/news/id/5723186,〈訊舟法說〉小金雞康全電訊動能強勁 看好印度市場持續布局,網通廠訊舟 (3047-TW) 今 (24) 日舉行法人說明會，說明第二季成長因素，在電信部門康全電訊 (8089-TW) 在印度市場的強勁帶動下，營收較去年同期大幅成長。,"['訊舟', '康全電訊', '印度', '網通']","網通廠訊舟 (3047-TW) 今 (24) 日舉行法人說明會，說明第二季成長因素，在電信部門康全電訊 (8089-TW) 在印度市場的強勁帶動下，營收較去年同期大幅成長 99.1%，達 20.9 億元，毛利率也攀升至 30.8%，訊舟也會持續布局印度市場，帶動集團成長。

訊舟科技資深副總潘良榮表示，公司第二季營收水準上升，獲利表現也相當不錯，呈現年增及季增態勢，其中，子公司康全電訊貢獻最為顯著，占集團營收比重已從去年同期的 20% 大幅提升至 54%，是公司成長的主要動力。

關於康全電訊大客戶 NetComm 破產清算部分，潘良榮表示，康全電訊認列 1.06 億的壞帳，而在 DZS 收購 NetComm 後以及經過兩次債權人協議後，康全已成功獲得債款，估計能與呆債打平，現在也和 network 保持良好關係，目前仍在評估未來合作可能。

潘良榮指出，康全電訊目前已成功進入印度市場，是少數能在當地供貨的廠商，雖然印度客戶的鋪設進度較為緩慢，但長期來看仍具有龐大潛力，預計將成為公司未來的重點市場。

此外，訊舟也積極開拓新產品及新客源，以分散風險。公司正在研發次世代升級產品，並計劃將零售、商用產品帶入印度市場，以擴大業務範疇。

在服務結構方面，康全電訊的電信服務占比 54%，訊舟的零售及商用銷售占 42.6%，其他占 3.4%，比重與去年恰恰相反，隨著未來發展，康全電訊服務站比有望持續提升。

訊舟產品營收占比，消費型設備占 27.7%、 企業用設備占 68.9%、智慧物聯網產品及其他占 3.4%；康全電訊部分，中繼設備銷售比重高達 85%；寬頻用戶端設備占 10.8%；家庭網路設備占 2.7% ；其他占 1.5%。
",2024-09-24 16:38:51,台股新聞,827
5723187,https://news.cnyes.com/news/id/5723187,可成聲明：董座洪水樹未曾簽署合作協議對外募資,機殼廠可成 (2474-TW) 今 (24) 日指出，近日接獲董事長洪水樹以「凱怡投資」名義簽署合作協議對外募資，對此可成聲明，洪水樹未曾以凱怡投資或是個人名義簽署任何投資合作協議。 ,"['可成', '機殼', '洪水樹', '反詐']","機殼廠可成 (2474-TW) 今 (24) 日指出，近日接獲董事長洪水樹以「凱怡投資」名義簽署合作協議對外募資，對此可成聲明，洪水樹未曾以凱怡投資或是個人名義簽署任何投資合作協議。 

可成說明，凱怡投資為董事長洪水樹的私人公司，非可成關係企業，也與可成無業務往來。近日凱怡投資遭有心人士利用，並透過社群平台及偽造印章簽署合作協議，接獲相關消息後，已於昨 (23) 日偕同凱怡投資報案。 

可成聲明，無論凱怡投資，或是董事長洪水樹皆未曾經營任何社群平台或社團，也未曾擬定、簽署投資合作協議對外募資，呼籲社會大眾小心，切勿受騙。 
",2024-09-24 16:36:28,台股新聞,827
5723182,https://news.cnyes.com/news/id/5723182,COMPUTEX 2025明年5/20登場 主題「AI NEXT」聚焦四大趨勢,COMPUTEX 2025 明年 5/20 登場 主題「AI NEXT」聚焦四大趨勢,"['COMPUTEX', '台北國際電腦展', 'AI', '機器人', '無人機']","台北國際電腦展 (COMPUTEX TAIPEI) 主辦單位之一的台北市電腦公會宣布，COMPUTEX 2025 將在 2025 年 5 月 20 日至 23 日於台北南港展覽館 1 館及 2 館登場，以「AI NEXT」為主題聚焦四大趨勢。

台北市電腦公會指出，COMPUTEX 2025 聚焦的四大趨勢分別是 AI 運算（AI Computing）、未來移動（Smart Mobility）、先進通訊（Advanced Connectivity）及綠能永續（Green Energy & Sustainability）。

台北市電腦公會強調，COMPUTEX 將成為全球 AI 落地應用供應鏈最重要 B2B 展會平台之一，包括 AI 伺服器、AI PC、高效能運算（HPC）、智慧座艙、電動載具、5G 專網、B5G 通訊、6G 技術、衛星通訊、太空科技、資安安控等解決方案。

因應全球 AI 運算需求快速成長，COMPUTEX 2025 新增「AI Service Technology 區（AI 服務技術區）」，協助海內外科技廠商搶攻全球 AI 服務、AI 資料中心、生成式 AI（GenAI）運算、大語言模型（LLM）訓練、邊緣 AI 運算（Edge AI）等企業 AI 支出採購需求。

另外，面對機器人與無人機服務需求持續成長 COMPUTEX 2025 新增 Robotics & Drones 區（機器人與無人機區），協助廠商拓展製造、物流、零售、醫療、居家等場域機器人、無人機、自主移動機器人（AMR）、無人搬運車（AGV）、無人地面載具（UGV）等商機。

此外，因應聯合國永續發展目標（SDGs），台北市電腦公會表示，綠能永續也是 COMPUTEX 強調可持續發展理念，鼓勵參展商展示綠色環保、循環經濟、淨零排放、儲能系統等創新產品和技術。COMPUTEX 2025 將於 9 月 30 日開放線上報名，參展廠商需於 10 月 7 日開始上傳報名表以完成報名作業。
",2024-09-24 16:25:44,台股新聞,827
5723167,https://news.cnyes.com/news/id/5723167,星宇航空：機票價格即使回跌 仍將高於疫前,星宇航空看機票價格緩跌 仍將高於疫前,"['星宇', '貨運', '空運', '機票', '張國煒', '航空']","星宇航空 (2646-TW) 規劃 10 月進行上市前競拍、第四季掛牌，年底前員工總人數達 5000 名里程碑，星宇執行長翟健華今 (24) 日表示，台灣航空市場有巨大的發展空間，預計明年客運整體規模將回到疫前水準，而機票價格即便回跌，但仍將高於疫前，貨運目前的高熱度也起碼維持到明年上半年。

翟健華說明，由於高端 AI 伺服器等產品在台灣生產，空運需求和疫情前完全不同，而星宇目前僅以客機機腹載貨，甚至不夠用，預料貨運熱度起碼維持到明年上半年。

翟健華進一步指出，在航網布局上，東南亞基本上所有大點都會飛，未來會再加密航班，讓航網更健全，並規劃在明年第四季或 2026 年第一季就會插旗高雄。

在票價方面，翟健華認為，機票價格會下跌一點、漲幅有些趨緩，但疫情過後旅客出國頻次更高，料明年票價還是會高於 2019 年。

星宇上半年營收為 163.33 億元，年增 65%，稅後純益 9 億元，年增 172%，每股純益 (EPS)0.39 元，主要受惠全球客運需求回升，票價維持高檔，載客率均維持 80% 以上。

星宇強調，台灣位於快速成長的亞太航空市場，要打國際盃，將全力發展北美東南亞轉機航網，至 12 月共將飛航 31 條航線，除綿密的亞洲區域航網，也擴及北美西岸三大城市，包括洛杉磯、舊金山和西雅圖。

此外，星宇也看準精品航空市場缺口，鎖定高收益商務和旅遊客群來打造國際精品品牌。

為長期發展貨運，星宇已訂購 5 架 A350F 貨機，預計將於 2027 年開始交機。

星宇現有機隊規模共 24 架，包括 13 架 A321neo、5 架 A330neo 和 6 架 A350-900，預計年底將會再交 2 架 A350-900，機隊數達 26 架，並將持續引進 A330neo、A350-900 和 A350-1000 機型，至 2029 年整體機隊規模達 53 架。
",2024-09-24 16:11:54,台股新聞,827
5723135,https://news.cnyes.com/news/id/5723135,鴻海新車款Model D 攜手義大利Pininfarina共同設計,鴻海 (2317-TW) 科技日將於 10 月 8、9 日登場，預計將發表新車款 Model D，而鴻海今日也透露，該車款是攜手義大利汽車設計公司賓尼法利納 (Pininfarina) 合作打造。,"['鴻海', '電動車', 'Pininfarina', 'Model D']","鴻海 (2317-TW) 科技日將於 10 月 8、9 日登場，預計將發表新車款 Model D，而鴻海今日也透露，該車款是攜手義大利汽車設計公司賓尼法利納 (Pininfarina) 合作打造。

根據鴻海董事長劉揚偉先前透露，Model D 車長定位將介於跨界休旅的 Model C 與豪華轎車 Model E 之間。根據鴻海釋出的預告影片，業界推估，Model D 可能是比 Model C 大一點的 SUV 車款或是 MPV。

據了解，賓尼法利納成立於 1930 年，為義大利頂尖汽車設計公司，為法拉利、瑪莎拉蒂、賓士 AMG 等廠牌設計多款經典車款，為包括大型房車、豪華轎車、中型和小型轎車，還有混合動力和純電動車提供客製化設計。

目前鴻海發表的車款來看，電動巴士 Model T、乘用車 Model C 均已進入量產交車，Model B 今年也將推出量產版，最快年底開放預訂，另外，還有豪華轎車 Model E、電動皮卡 Model V、電動物流車 Model N 等。
",2024-09-24 16:09:02,台股新聞,827
5723133,https://news.cnyes.com/news/id/5723133,聯友、名仁與天弘合作 首推全台鋰電池循環經濟生態系 打進歐系車廠,聯友金屬 (7610-TW) 今 (24) 日宣布，子公司聯友能源與鋰電池回收大廠名仁科技以及鋰電池正極材料製造大廠康普 (4739-TW) 子公司天弘化學 (7742-TW) 三方合作，共同組成「鋰電池循環永續責任聯盟」，推出台灣第一,"['鋰電池', '聯友', '康普', '天弘', '名仁']","聯友金屬 (7610-TW) 今 (24) 日宣布，子公司聯友能源與鋰電池回收大廠名仁科技以及鋰電池正極材料製造大廠康普 (4739-TW) 子公司天弘化學 (7742-TW) 三方合作，共同組成「鋰電池循環永續責任聯盟」，推出台灣第一個汰役鋰電池 B2B(Battery To Battery)的循環經濟生態系，目前已取得歐系車廠訂單。

業者表示，此次聯盟合作將由名仁科技代表上游、聯友金屬為中游，康普旗下天弘化學則是下游，將汰役鋰電池進行回收、破碎、純化、精煉、以及再生產，建構出完整的循環生命週期技術解決方案，提供台灣境內一個符合國際規範的回收處理管道，有效達成在地化稀貴資源循環利用，零碳足跡與資源永續發展目標。

鋰電池循環永續責任聯盟是由聯友能源、名仁、天弘三家在地實廠化處理的龍頭廠商所組成，其中，負責上游回收的名仁資源是由全台最大廢車處理回收廠銘福集團獨資成立，是國內回收電池專業處理的先驅。

聯友能源負責中段製程純化，為聯友金屬 100% 持有的子公司，主要從事鈷鎳鋰二次資源循環回收及製造，聯友金屬為國內唯一以「循環經濟」概念進行鎢、鈷等稀有金屬之二次資源循環回收及製造的公司，為蘋果、台積電等綠色供應鏈的一員，並為「全球鎢金屬重要供應夥伴」。

而天弘化學負責後段製程，為康普持股 63.99% 之合併子公司，多年來致力研發濕法冶金萃取與純化技術，近年完成鈷系化學品擴產，主要產品為鋰電池正極材之原料 - 硫酸鈷，已成為國際電池廠及車廠供應鏈成員。

業者認為，隨全球 ESG 及碳中和趨勢演進，在地化的鋰電池回收再利用成為重要且急迫的議題。隨著電動車普及化，2034 年二次鋰電池廢棄量將快速增加至約 2 萬噸，是目前的 20 倍之多，若未經妥善處理，恐造成環境極大隱憂。

本次三方策略聯盟合作，將由名仁資源進行國內汰役鋰電池的物理拆解及破碎前處理，聯友能源對處理後之電池黑粉進行高值化萃取及純化，提取高價金屬鋰、鎳、鈷等元素，再由天弘化學精煉成車用級電池正極原材料，回到電動車電池供應鏈，完成鋰電池再循環。

聯友金屬總經理吳永中表示，依照去年 8 月最新公布的歐盟電池法案，2031 年新製造的鋰電池再生材料最低使用比例，稀有金屬中的鈷將倍增至 16%、鋰增加至 6%、鎳提高到 6%，2036 年增至 26%、鋰增加至 12%、鎳提高到 15%，如何獲得這些龐大再生稀有金屬材料，成了全世界電池材料供應廠必須面對的艱難課題。

透過本次策略聯盟，將成功打造鋰電池回收再製造的一條龍生產流程，為台灣鋰電池產業帶來降低製造成本、延長產品生命週期、減少碳足跡與碳排量、減少稀有金屬進口需求，以及鋰電池國產化製造等閉鎖循環經濟效益。

吳永中進一步表示，參考環境部及工研院資料預估統計，隨國內電動車及電動巴士及儲能快速普及，需汰換除役的鋰電池將從目前約 1,000 噸，大幅成長 30 倍至 2034 的 30,000 噸，而汰役鋰電池中的鎳、鈷、鋰等稀有金屬的總回收再處理價值亦將從目前不到 5 億元，倍增至 2034 年的 42 億元，國內汰役鋰電池的回收處理具有相當高的經濟價值。

依照目前建廠成本計算，要成立一家新的汰役鋰電池 2 萬噸處理製造廠，單單建廠及設備金額高達 40 億元，因此聯友本次與名仁及天弘兩家上下游廠商，共同組成鋰電池循環永續責任聯盟，串聯目前各自的廠房設備及製程，期望發揮聯盟整合綜效，增加產業競爭力。

目前台灣在地汰役鋰電池的回收處理各家業者停留在零星點位處理，甚至將稀貴國內資源銷往他國，而外部環境伴隨而來的，是歐盟新電池法的嚴格訂定，明確規範再生材料使用比例與實施期程。

此次三方共組的鋰電池循環永續責任聯盟，完整規劃汰役鋰電池回收製造處理程序，提出有效且具競爭力的資源循環利用解決方案，希望落實國內稀貴資源循環再利用，打造全台首座在地 Battery to Battery 汰役鋰電池閉鎖循環經濟生態系，期達成「鋰電池零廢棄未來」的目標，落實環境永續的使命，與政府攜手朝向台灣 2050 淨零轉型的目標向前邁進。
",2024-09-24 16:07:23,台股新聞,827
5723127,https://news.cnyes.com/news/id/5723127,東元斥資5.5億元併購伸昌電機搶進變壓器市場 Q4起貢獻營收,東元今 (24) 日舉行董事會，決議通過以不超過 5.5 億元併購伸昌電機，預計 Q4 開始貢獻營收。利明献表示，這項併購案為東元進入全球變壓器市場的第一步，補足東元在電氣化產品組合的缺口，也符合三年策略發展方向，強化海外發展。,"['東元', '伸昌電機', '變壓器']","東元 (1504-TW) 今 (24) 日舉行董事會，決議通過以不超過 5.5 億元併購伸昌電機，預計第四季開始貢獻營收。董事長利明献表示，這項併購案為東元進入全球變壓器市場的第一步，補足東元在電氣化產品組合的缺口，也符合三年策略發展方向，強化海外發展。 

東元指出，此項併購案預計將取得伸昌電機 57.2% 的股權，成為最大股東，將在第四季開始貢獻營收。 

東元表示，未來將協助伸昌在台擴建新廠，並與印尼 SINTRA 公司組成策略聯盟，透過東元的國際化布局，以切入北美與台灣市場，跨足 69 至 161kV 電力變壓器業務。 

伸昌董事長蕭文瑜表示，伸昌與 SINTRA 過去只能在本地市場銷售，透過此次與東元合作，可快速擴充產能，積極參與台電韌性電網計畫，並將與 SINTRA 共同推動東元全球的變壓器業務與電氣化整合方案，尤其是因應東元西屋馬達公司 (TECO-Westinghouse) 在北美市場的需求。 

蕭文瑜進一步指出，未來雙方也計畫在印尼展開機電業務合作，借助東元集團的全球平台與資源，伸昌與 SINTRA 可望從地區業者打進國際市場，對未來發展樂觀且抱持信心。 

東元也提到，與伸昌的攜手結盟，可為客戶提供綠色解決方案，初期目標鎖定北美、台灣在工業、新能源、數據中心、與台電強韌電網計劃的龐大配電變壓器需求。 

利明献表示，以伸昌、SINTRA 在配電與電力變壓器的產品高度技術力，利用台灣與東南亞的成本優勢，形成短交期、高效率的供應鏈，再結合東元完整的國際銷售網絡，將逐步爭取全球變壓器市場的龐大商機。 
",2024-09-24 15:52:06,台股新聞,827
5723126,https://news.cnyes.com/news/id/5723126,美對中半導體加徵關稅至50% 台功率元件廠啖轉單商機,美國貿易代表署 (USTR) 此次在 301 條款中，對中國進口半導體產品關稅一口氣提升至 50%，業界認為，此次新增關稅對中國影響最深的將是功率半導體類別，因中國在功率半導體市占率高，聞泰科技旗下安世半導體 (Nexperia) 更,"['功率半導體', '美國', '中國', '關稅', '加徵', '50%']","美國貿易代表署 (USTR) 此次在 301 條款中，對中國進口半導體產品關稅一口氣提升至 50%，業界認為，此次新增關稅對中國影響最深的將是功率半導體類別，因中國在功率半導體市占率高，聞泰科技旗下安世半導體 (Nexperia) 更是全球前十大廠，隨著禁令在 2025 年正式生效，台灣業者將可享有轉單新商機。

業界看好，台廠具備美國通路將有直接優勢直攻美國市場，包括強茂 (2481-TW)、台半 (5425-TW)、德微 (3675-TW)、富鼎 (8261-TW) 等都可望受惠。

觀察此次 301 條款清單，半導體完整涵蓋記憶體、處理器、功率放大器以及各類功率離散元件產品，包括二極體、MOSFET、閘流體 (Thyristors) 等。

業界分析，以各類別影響性來看，中國記憶體因長江存儲先前就已被美國商務部列入實體清單，而處理器又受限先進製程取得，相關領域轉單程度有限。

但在功率元件領域，中國過去挾政府補帖與汽車市場龐大等優勢，培養強大的功率元件產業供應鏈，並出口至美加地區汽車組裝廠，此次在美國對中國擴大加徵關稅，且一口氣從 25% 提升至 50%，恐影響中國產品出口，也為台廠進軍美國市場開啟新商機。

台廠富鼎在母公司國巨 (2327-TW) 資源挹注下，積極往中高階 MOSFET 發展，並開發一系列車用產品，且受惠國巨併購基美與普思，也進一步拓展美國市場通路，富鼎也藉此取得進軍美國市場門票。

德微同樣在達爾 (DIOD-US) 集團力援下，成為銷美一大助力，尤其今年在併購基隆廠後，取得生產高電壓、大電流的閘流體 (Thyristor) 的技術，在美國明確將閘流體列入清單下，德微也將大搶美國汽車市場。
",2024-09-24 15:29:55,台股新聞,827
5723116,https://news.cnyes.com/news/id/5723116,買盤點火！台股收復季線 三大法人聯手買超134.36億 ,無,"['台股盤後', '三大法人買賣超', '外資', '自營商', '投信', '籌碼']","台股今 (24) 日在台積電、聯發科尾盤拉抬下，終場上漲 146.25 點或 0.66%，收最高 22431.78 點，站回季線，成交金額 3448 億元；三大法人合計買超 134.36 億元。

觀察三大法人今天籌碼動向，外資買超 105.46 億元；自營商買超 24.21 億元；投信買超 4.69 億元；三大法人合計買超 134.36 億元。
",2024-09-24 15:04:52,台股盤勢,829
5723093,https://news.cnyes.com/news/id/5723093,岱稜擬發行CB籌資逾5億元 進一步搶攻歐洲市場需求,真空蒸鍍薄膜廠岱稜 (3303-TW) 今 ( 24 ) 日由董事會決議發行無擔保可轉換公司債 (CB)，面額爲 5 億元，籌資用途將運用於轉投資波蘭子公司、償還銀行借款及充實營運資金。,"['岱稜', '營收', 'CB', '無擔保可轉債']","真空蒸鍍薄膜廠岱稜 (3303-TW) 今 ( 24 ) 日由董事會決議發行無擔保可轉換公司債 (CB)，面額爲 5 億元，籌資用途將運用於轉投資波蘭子公司、償還銀行借款及充實營運資金。

岱稜 2024 年 8 月營收 3.37 億元，月增 23.55%，年增 39.73%，2024 年 1-8 月營收 20.13 億元，年增 28.72%。2024 年 8 月營收以 3.37 億元改寫歷史新高，主要在地區上美國需求最強，同時，部分營收由 7 月向 8 月遞延，也推升單月營收的大舉攀升。

同時，為了深化歐洲市場版圖，岱稜在今年初也宣布於波蘭成立歐洲子公司，希望將美國市場之成功經驗再次帶往歐洲，為拓展全球佈局正式邁入下一個里程碑。

岱稜 2024 年第二季營收 7.58 億元，毛利率 41.38%，爲連續 4 季創新高，季增 5.7 個百分點，年增 13.9 個百分點，2024 年第二季單季稅後純益 6528 萬元，季減 24.81%，年增 69.61%，每股純益 0.69 元。

岱稜 2024 年上半年營收 14.04 億元，毛利率 38.76，年增 11.59 個百分點，上半年稅後純益 1.52 億元，年增 1.31 倍，每股純益 1.62 元，創 10 年同期次高。

由岱稜近期營收表現可看見北美市場佈局持續發酵的成果，其中，受惠於產品銷售組合持續優化、外銷匯率助攻及訂單回溫生產稼動率拉升，使第二季毛利率及營業利益率表現優異，但環保事件空污費估列使業外支出大幅增加，因而衝擊第二季獲利表現。
",2024-09-24 15:00:04,台股新聞,827
