公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
1773,勝一化工股份有限公司,勝一,化學工業,高雄市永安區永工一路5號,孫靜源,1968/1/24,1998/2/27,新台幣                 10.0000元,"2,500,000,000","250,000,000",合併,每年,股東會,台新綜合證券(股)公司股務代理部,國富浩華聯合會計師事務所,SHINY  CHEMICAL,account@shinychem.com.tw,http://www.shinychem.com.tw/
1776,展宇科技材料股份有限公司,展宇,化學工業,新竹縣湖口鄉鳳凰村光復路71號,劉漢瀛,1965/4/24,105/05/09,新台幣                 10.0000元,"601,069,520","60,106,952",合併,每年,董事會,兆豐證券股份有限公司,勤業眾信聯合會計師事務所,Headway,liao@headway.com.tw,http://www.headway.com.tw
1783,和康生物科技股份有限公司,和康生,生技醫療業,桃園市龜山區科技一路88號,林詠翔,1987/12/3,102/12/20,新台幣                 10.0000元,"889,341,150","88,934,115",合併,每年,股東會,元大證券股份有限公司,資誠聯合會計師事務所,MBI,service@mbi.com.tw,www.mbi.com.tw
1786,科妍生物科技股份有限公司,科妍,生技醫療業,(806011)高雄市前鎮區南一路1號,韓開程,1990/11/12,102/11/12,新台幣                 10.0000元,"677,311,080","67,731,108",合併,每年,董事會,宏遠證券股份有限公司,安永聯合會計師事務所,SVBI,service@scivision.com.tw,www.scivision.com.tw
1789,台灣神隆股份有限公司,神隆,生技醫療業,南部科學園區台南市善化區南科八路一號,羅智先,1986/11/11,100/09/29,新台幣                 10.0000元,"7,907,392,220","790,739,222",合併,每年,股東會,統一綜合證券股份有限公司,資誠聯合會計師事務所,SPT,investor@scinopharm.com.tw,www.scinopharm.com.tw
1795,美時化學製藥股份有限公司,美時,生技醫療業,臺北市信義區松仁路277號17樓,Vilhelm Robert Wessman,1955/6/30,108/12/16,新台幣                 10.0000元,"2,649,583,120","264,958,312",合併,每年,董事會,中國信託商業銀行(股)公司代理部,安侯建業聯合會計師事務所,Lotus Pharm,investor@lotuspharm.com,http://www.lotuspharm.com.tw
1802,台灣玻璃工業股份有限公司,台玻,玻璃陶瓷,台北市松山區南京東路三段261號台玻大樓11樓,林伯豐,1953/8/25,1962/7/20,新台幣                 10.0000元,"29,080,608,000","2,908,060,800",合併,每年,股東會,台灣玻璃工業公司 股務部,安永聯合會計師事務所,TGI,tgi@taiwanglass.com,www.taiwanglass.com
1805,寶徠建設股份有限公司,寶徠,建材營造,台北市內湖區新湖一路303號4樓,林瑞山,1967/6/30,1978/10/20,新台幣                 10.0000元,"1,001,857,800","100,185,780",合併,每年,董事會,群益金鼎證券(股)公司股務代理部,安侯建業聯合會計師事務所,BLG,service＠blgroup.com.tw,https://blgroup.com.tw/
1806,冠軍建材股份有限公司,冠軍,玻璃陶瓷,苗栗縣竹南鎮大埔里竹篙厝200-7號,林榮德,1961/11/24,1981/9/29,新台幣                 10.0000元,"3,904,038,700","390,403,870",合併,每年,股東會,永豐金證券(股)公司股務代理部,安侯建業聯合會計師事務所,CHAMPION,wenny@mail.champion.com.tw,http://group.champion.com.tw
1808,潤隆建設股份有限公司,潤隆,建材營造,台北市中山區樂群二路267號8樓,邱秉澤,1966/1/10,1983/10/26,新台幣                 10.0000元,"4,510,261,330","451,026,133",合併,每年,董事會,群益金鼎證券(股)公司股務代理部,安侯建業聯合會計師事務所,RUN LONG,service@runlong.com.tw,www.runlong.com.tw
1809,中國製釉股份有限公司,中釉,玻璃陶瓷,新竹縣竹東鎮中興路四段一三六號,蔡憲龍,1963/12/6,1985/4/30,新台幣                 10.0000元,"1,670,419,370","167,041,937",合併,每年,股東會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,China Glaze,amandachang@mail.china-glaze.com.tw,www.china-glaze.com.tw
1810,和成欣業股份有限公司,和成,玻璃陶瓷,台北市內湖區行善路398號1樓,邱立堅,1952/4/15,1980/10/14,新台幣                 10.0000元,"3,023,037,190","302,303,719",合併,每年,股東會,群益金鼎證券股份有限公司,安侯建業會計師事務所,HCG,monica@hcgnet.com.tw,www.hcg.com.tw
1817,凱撒衛浴股份有限公司,凱撒衛,玻璃陶瓷,新北市三重區興德路111-8號7樓,蕭俊祥,1977/1/26,102/10/24,新台幣                 10.0000元,"726,000,000","72,600,000",合併,每年,股東會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,SANITAR,tw_spokesman@caesar.com.tw,http://www.caesar.com.tw/
1903,士林紙業股份有限公司,士紙,造紙工業,台北市士林區福德路31號,臺實貿易股份有限公司,1948/9/8,1952/12/9,新台幣                 10.0000元,"2,600,391,210","260,039,121",合併,每年,股東會,凱基證券股份有限公司股務代理部,惠眾聯合會計師事務所,Shihlin Paper,bunnylin@shihlin.com.tw,www.shihlin.com.tw
1904,正隆股份有限公司,正隆,造紙工業,板橋區民生路一段一號,鄭人銘,1948/2/4,1960/9/10,新台幣                 10.0000元,"11,082,745,220","1,108,274,522",合併,每年,董事會,本公司財務部股務課,安侯建業聯合會計師事務所,Cheng Loong,stocks@mail.clc.com.tw,www.clc.com.tw
1905,中華紙漿股份有限公司,華紙,造紙工業,台北市重慶南路二段51號,黃鯤雄,1957/7/5,1964/2/7,新台幣                 10.0000元,"11,028,353,160","1,102,835,316",合併,每年,董事會,永豐金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,CHP,IR.chp@yfy.com,http://www.chp.com.tw
1906,寶隆國際股份有限公司,寶隆,造紙工業,雲林縣斗六市十三北路25號,李復元,1954/5/20,1965/4/26,新台幣                 10.0000元,"1,510,000,000","151,000,000",個別,每半會計年度,董事會,元大證券股份有限公司,立本台灣聯合會計師事務所,Baolong Intl.,office@baolongintl.com,www.baolongintl.com
1907,永豐餘投資控股股份有限公司,永豐餘,造紙工業,台北市重慶南路二段51號,劉慧瑾,1939/2/20,1966/2/22,新台幣                 10.0000元,"16,603,714,950","1,660,371,495",合併,每年,董事會,永豐金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,YFY,IR@yfy.com,www.yfy.com
1909,榮成紙業股份有限公司,榮成,造紙工業,彰化縣二林鎮廣興里廣興巷1-1號,鄭瑛彬,1967/3/18,1974/11/19,新台幣                 10.0000元,"13,276,857,270","1,327,685,727",合併,每半會計年度,董事會,元大證券股份有限公司,立本台灣聯合會計師事務所,Longchen P&P,invest@longchenpaper.com,https://www.longchenpaper.com
2002,中國鋼鐵股份有限公司,中鋼,鋼鐵工業,高市小港區中鋼路1號,翁朝棟,1960/12/3,1963/12/26,新台幣                 10.0000元,"157,731,289,960","15,734,860,997",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,CSC,f1000@mail.csc.com.tw,http://www.csc.com.tw
2006,東和鋼鐵企業股份有限公司,東和鋼鐵,鋼鐵工業,台北市長安東路一段九號六樓,侯傑騰,1951/5/30,1977/7/13,新台幣                 10.0000元,"7,302,138,180","730,213,818",合併,每年,董事會,元大證券(股)公司股務代理部,安侯建業聯合會計師事務所,Tung Ho Steel,f02kcy@tunghosteel.com,www.tunghosteel.com
2007,燁興企業股份有限公司,燁興,鋼鐵工業,高雄市岡山區白米里寶米路369號,吳林茂,1967/7/18,1977/10/4,新台幣                 10.0000元,"5,306,516,130","530,651,613",個別,每年,董事會,燁興公司台北股務課,國富浩華聯合會計師事務所,YH,yh001@yheco.com.tw,http://www.yheco.com.tw
2008,高興昌鋼鐵股份有限公司,高興昌,鋼鐵工業,高雄市中華一路318號,呂泰榮,1955/1/15,1977/12/28,新台幣                 10.0000元,"1,908,522,930","190,852,293",個別,每年,股東會,高興昌鋼鐵股份有限公司,安侯建業聯合會計師事務所,KHC,acct12@mail.khc.com.tw,www.khc.com.tw
2009,第一伸銅科技股份有限公司,第一銅,鋼鐵工業,高雄巿前金區中正四路170號4樓,王宏仁,1958/7/28,1978/10/20,新台幣                 10.0000元,"3,596,221,650","359,622,165",個別,每年,股東會,本公司股務課,安侯建業聯合會計師事務所,FCC,he520@hegroup.com.tw,http://www.fcht.com.tw
2010,春源鋼鐵工業股份有限公司,春源,鋼鐵工業,台北市復興北路502號7樓,鄭毅明,1955/1/7,1978/12/22,新台幣                 10.0000元,"6,476,553,900","647,655,390",合併,每年,董事會,春源鋼鐵工業股份有限公司財務部,國富浩華聯合會計師事務所,CHUN YUAN STEEL,ak500@cysco.com.tw,http://www.cysco.com.tw/
2012,春雨工廠股份有限公司,春雨,鋼鐵工業,高雄市岡山區大寶街100號(總部地址:高雄市岡山區新樂街169號),陳其泰,1954/3/27,1980/10/17,新台幣                 10.0000元,"3,021,627,000","302,162,700",合併,每半會計年度,董事會,元大證券股份有限公司,資誠聯合會計師事務所,CHUN YU,ir@chunyu.com.tw,www.chunyu.com.tw
2013,中國鋼鐵結構股份有限公司,中鋼構,鋼鐵工業,高雄市燕巢區中興路500號,陳瑞騰,1967/2/24,1981/1/21,新台幣                 10.0000元,"2,000,000,000","200,000,000",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,CSSC,20909@cssc.com.tw,www.cssc.com.tw
2014,中鴻鋼鐵股份有限公司,中鴻,鋼鐵工業,825高雄市橋頭區芋寮路317號,曾貴松,1972/9/29,1981/2/20,新台幣                 10.0000元,"14,355,444,460","1,435,544,446",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,CHUNG HUNG,chs@chsteel.com.tw,http://www.chsteel.com.tw
2015,豐興鋼鐵股份有限公司,豐興,鋼鐵工業,台中市后里區甲后路一段998號,林大鈞,1958/1/7,1981/5/25,新台幣                 10.0000元,"5,815,994,240","581,599,424",合併,每年,董事會,中國信託商業銀行代理部,安永聯合會計師事務所,FH,fha20@ms22.hinet.net,www.fenghsin.com.tw
2017,官田鋼鐵股份有限公司,官田鋼,鋼鐵工業,台南市南區新建路47號4樓,汪振澤,1962/7/28,1981/11/2,新台幣                 10.0000元,"4,468,746,910","446,874,691",合併,每年,股東會,統一綜合證券股份有限公司,勤業眾信會計師事務所,Quintain Steel,audit@quintain.com.tw,www.quintain.com.tw
2020,美亞鋼管廠股份有限公司,美亞,鋼鐵工業,台北市中山區民權東路3段二之1號12樓,黃春發,1948/9/29,1982/4/27,新台幣                 10.0000元,"2,225,261,000","222,526,100",合併,每年,董事會,國票綜合證券股份有限公司,國富浩華聯合會計師事務所,MAYER PIPE,myfinance@sparqnet.net,http://www.mayer.com.tw
2022,聚亨企業股份有限公司,聚亨,鋼鐵工業,高雄市岡山區新樂街79-1號,黃文松,1969/12/3,1984/3/27,新台幣                 10.0000元,"3,371,681,380","337,168,138",合併,每年,股東會,福邦證券股份有限公司,正風聯合會計師事務所,TYCOONS,tycoons@mail.tycons.com.tw,www.tycons.com.tw
2023,燁輝企業股份有限公司,燁輝,鋼鐵工業,高雄市橋頭區芋寮路369號,林義守,1967/4/14,1984/7/28,新台幣                 10.0000元,"19,453,109,940","1,945,310,994",合併,每年,董事會,燁輝企業股份有限公司股東服務課,國富浩華聯合會計師事務所,YP,stock@yiehphui.com.tw,http://www.yiehphui.com.tw
2024,志聯工業股份有限公司,志聯,鋼鐵工業,桃園市新屋區中興路480號,潘仲良,1962/9/3,1984/12/30,新台幣                 10.0000元,"975,000,000","97,500,000",個別,每年,股東會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,CHIH LIEN,anny@mail.chihlien.com.tw,http://www.chihlien.com.tw
2025,千興不銹鋼(股)公司,千興,鋼鐵工業,台南市麻豆區小埤里工業路222號,葉碩堂,1961/5/8,1985/2/8,新台幣                 10.0000元,"2,811,672,620","281,167,262",個別,每年,股東會,宏遠證券(股)公司,致遠聯合會計師事務所,CSSSC,service@msa.csssc.com.tw,www.csssc.com.tw
2027,大成不銹鋼工業股份有限公司,大成鋼,鋼鐵工業,台南市仁德區新田二街125號,謝麗雲,1975/11/27,1985/10/24,新台幣                 10.0000元,"24,342,606,150","2,434,260,615",合併,每年,股東會,統一綜合證券股份有限公司,勤業眾信聯合會計師事務所,TC,iris@tachen.com.tw,www.tachen.com.tw
2028,威致鋼鐵工業股份有限公司,威致,鋼鐵工業,台南市官田區南部里南部123號,郭素惠,1971/10/27,1985/12/13,新台幣                 10.0000元,"3,257,148,000","325,714,800",個別,每季,董事會,福邦證券股份有限公司,國富浩華聯合會計師事務所,WEI CHIH,ws002@ms29.hinet.net,www.weichih.com.tw
2029,盛餘股份有限公司,盛餘,鋼鐵工業,高雄市小港區中林路11號,北村宗一,1962/5/19,1986/1/11,新台幣                 10.0000元,"3,211,800,000","321,180,000",合併,每年,董事會,台新綜合證券股務代理部,勤業眾信聯合會計師事務所,SYSCO,fa@shengyusteel.com,www.shengyusteel.com
2030,彰源企業股份有限公司,彰源,鋼鐵工業,雲林縣斗六市工業區工業路122號,張炳耀,1973/10/5,1987/12/24,新台幣                 10.0000元,"2,805,260,270","280,526,027",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,FROCH,investors@froch.com,www.froch.com
2031,新光鋼鐵股份有限公司,新光鋼,鋼鐵工業,新北市三重區重新路4段97號25樓,粟明德,1956/1/1,1989/9/11,新台幣                 10.0000元,"3,211,463,410","321,146,341",合併,每年,董事會,統一綜合證券股份有限公司,勤業眾信聯合會計師事務所,Hkssteel,hkssteel@ms4.hinet.net,www.hkssteel.com.tw
2032,新鋼工業股份有限公司,新鋼,鋼鐵工業,新北市新莊區大安路8號,富巨春股份有限公司代表人鄭毅宏,1960/7/10,1989/9/11,新台幣                 10.0000元,"1,305,215,450","130,521,545",個別,每年,董事會,永豐金證券股份有限公司股代部,國富浩華聯合會計師事務所,Sinkang,sinkang@sinkang.com.tw,www.sinkang.com.tw
2033,佳大世界股份有限公司,佳大,鋼鐵工業,台南市永康區鹽行里中正北路三一七巷十六號,吳大和,1962/4/23,1989/9/11,新台幣                 10.0000元,"806,945,360","80,694,536",個別,每年,股東會,元大證券公司股務代理部,南台聯合會計師事務所,CHIA TA,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/
2034,允強實業股份有限公司,允強,鋼鐵工業,彰化縣溪州鄉舊眉村中山路四段二七０號,張金鈺,1962/1/31,1990/9/17,新台幣                 10.0000元,"4,700,024,210","470,002,421",合併,每年,股東會,永豐金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,YC,yf@ycinox.com,http://www.ycinox.com
2038,海光企業股份有限公司,海光,鋼鐵工業,高雄市小港區沿海二路12號,黃韋翰,1958/3/21,1997/12/30,新台幣                 10.0000元,"1,903,277,480","190,327,748",合併,每年,股東會,兆豐證券股份有限公司,勤業眾信聯合會計師事務所,HAIKWANG,hk@haikwang.com.tw,www.haikwang.com.tw
2049,上銀科技股份有限公司,上銀,電機機械,台中市南屯區文山里精科路7號,卓文恒,1978/10/11,1998/6/26,新台幣                 10.0000元,"3,537,922,400","353,792,240",合併,每年,董事會,元大證券股份有限公司,勤業眾信聯合會計師事務所,HIWIN,ir@hiwin.tw,http://www.hiwin.tw
2059,川湖科技股份有限公司,川湖,電子零組件業,高雄市路竹區順安路275巷136號,林聰吉,1975/9/22,1997/6/25,新台幣                 10.0000元,"952,970,720","95,297,072",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,king slide,ir@kingslide.com,http://www.kingslide.com
2062,橋椿金屬股份有限公司,橋椿,居家生活,台中市西屯區市政路386號22樓~23樓,楊慶祺,1973/7/9,1996/11/16,新台幣                 10.0000元,"1,999,941,520","199,994,152",合併,每年,董事會,元大證券股份有限公司,勤業眾信聯合會計師事務所,SSM,ir@sunspring.com.tw,http://www.sunspring.com.tw
2069,運錩鋼鐵股份有限公司,運錩,鋼鐵工業,高雄市前金區中正四路235號13樓之1,顏德和,1976/7/24,105/03/22,新台幣                 10.0000元,"1,663,868,360","166,386,836",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,YC,info@yuenchang.com.tw,www.yuenchang.com.tw
2101,南港輪胎股份有限公司,南港,橡膠工業,台北市大安區仁愛路三段136號6樓608室,郭林諒,1948/2/25,1952/11/1,新台幣                 10.0000元,"8,339,349,040","833,934,904",合併,每半會計年度,董事會,元大證券股份有限公司,正風聯合會計師事務所,NK,n608@ms14.hinet.net,http://www.nankang-tyre.com
2102,泰豐輪胎股份有限公司,泰豐,橡膠工業,桃園市觀音區環西路369號,郭林諒,1944/11/23,1968/7/16,新台幣                 10.0000元,"4,733,292,070","473,329,207",合併,每半會計年度,董事會,元大證券股份有限公司,正風聯合會計師事務所,FEDERAL CORP,hylu@federaltire.com.tw,http://www.federalcorporation.com/
2103,台橡股份有限公司,台橡,橡膠工業,高雄市大社區興工路2號,殷琪,1962/11/22,1971/9/25,新台幣                 10.0000元,"8,257,099,780","825,709,978",合併,每年,董事會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,TSRC,spokesman@tsrc-global.com,www.tsrc.com.tw
2104,國際中橡投資控股股份有限公司,國際中橡,橡膠工業,台北市中山北路二段113號8樓,辜公怡,1962/6/15,1975/7/15,新台幣                 10.0000元,"9,847,336,250","984,733,625",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,CSRC,sinclair.huang@csrcgroup.com,http://www.csrcgroup.com
2105,正新橡膠工業股份有限公司,正新,橡膠工業,彰化縣大村鄉黃厝村美港路215號,陳榮華,1958/12/19,1976/12/7,新台幣                 10.0000元,"32,414,155,360","3,241,415,536",合併,每年,董事會,元大證券股份有限公司股務代理部,資誠聯合會計師事務所,CST,CST001@MS1.HINET.NET,WWW.CST.COM.TW
2106,建大工業股份有限公司,建大,橡膠工業,彰化縣員林市中山路一段一四六號,楊啟仁,1951/3/30,1979/12/20,新台幣                 10.0000元,"9,548,900,000","954,890,000",合併,每年,董事會,中信銀代理部,勤業眾信聯合會計師事務所,KENDA,f1300@kenda.com.tw,http://www.kendatire.com
2107,厚生股份有限公司,厚生,橡膠工業,臺北市漢口街一段82號8樓,徐正材,1952/1/22,1981/3/3,新台幣                 10.0000元,"3,035,934,000","303,593,400",合併,每年,董事會,台新證券股務代理部,正風聯合會計師事務所,FRG,sport@frgco.com.tw,www.frg.com.tw
2108,南帝化學工業股份有限公司,南帝,橡膠工業,高雄市林園區工業一路九號,楊東源,1968/1/10,1981/10/27,新台幣                 10.0000元,"4,924,166,590","492,416,659",合併,每年,董事會,統一綜合證券股份有限公司,資誠聯合會計師事務所,NANTEX,nantex@nantex.com.tw,www.nantex.com.tw
2109,華豐橡膠工業股份有限公司,華豐,橡膠工業,彰化縣大村鄉村上村中山路二段300號,沈國榮,1948/5/27,1989/5/8,新台幣                 10.0000元,"2,793,491,340","279,349,134",合併,每半會計年度,董事會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,HWA FONG,durofina@duro.com.tw,www.duro.com.tw
2114,鑫永銓股份有限公司,鑫永銓,橡膠工業,南投市南崗工業區南崗三路294號,林季進,1958/8/22,1999/12/29,新台幣                 10.0000元,"779,917,070","77,991,707",個別,每年,董事會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,HYC,hyc2@hyc-king.com,www.hyc-king.com
2115,六暉控股股份有限公司,六暉-KY,汽車工業,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",許廉凱,1998/10/19,102/12/25,新台幣                 10.0000元,"994,030,130","99,403,013",合併,每年,股東會,永豐金證券股務代理部,國富浩華聯合會計師事務所,LU HAI,luhai.lhh@luhai.com.tw,http://www.luhai.com.tw
2201,裕隆汽車製造股份有限公司,裕隆,汽車工業,苗栗縣三義鄉西湖村伯公坑39號之1,嚴陳莉蓮,1942/9/10,1965/7/8,新台幣                 10.0000元,"10,700,012,510","1,070,001,251",合併,每年,股東會,裕隆汽車製造股份有限公司股務組,勤業眾信聯合會計師事務所,YL,webmaster@yulon-motor.com.tw,www.yulon-motor.com.tw
2204,中華汽車工業股份有限公司,中華,汽車工業,台北市敦化南路二段二號十一樓,嚴陳莉蓮,1958/6/13,1980/3/12,新台幣                 10.0000元,"5,536,203,420","553,620,342",合併,每年,董事會,中華汽車工業股份有限公司,勤業眾信聯合會計師事務所,CMC,0800@china-motor.com,WWW.CHINA-MOTOR.COM.TW
2206,三陽工業股份有限公司,三陽工業,汽車工業,新竹縣湖口鄉鳳山村中華路3號,吳清源,1950/8/29,1985/7/29,新台幣                 10.0000元,"7,974,896,040","797,489,604",合併,每半會計年度,股東會,康和綜合證券股份有限公司,安侯建業聯合會計師事務所,SYM,sy2206@sym.com.tw,www.sanyang.com.tw
2207,和泰汽車股份有限公司,和泰車,汽車工業,台北市中山區松江路121號8~14樓,黃南光,1944/4/25,1986/2/25,新台幣                 10.0000元,"5,571,027,680","557,102,768",合併,每年,董事會,統一綜合證券股份有限公司,資誠聯合會計師事務所,HOTAI MOTOR,EK010@hotaimotor.com.tw,www.hotaimotor.com.tw
2208,台灣國際造船股份有限公司,台船,航運業,高雄市小港區中鋼路3號,鄭文隆,1962/11/7,1997/12/22,新台幣                 10.0000元,"12,745,394,490","1,274,539,449",合併,每年,董事會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,CSBC,1588@csbcnet.com.tw,http://www.csbcnet.com.tw
2211,長榮鋼鐵股份有限公司,長榮鋼,鋼鐵工業,台北市中山區長安東路2段100號11樓,林耿立,1962/1/29,110/04/12,新台幣                 10.0000元,"4,170,914,630","417,091,463",合併,每年,股東會,凱基證券股務代理部,勤業眾信聯合會計師事務所,EGST,finacs@evergreennet.com,http://www.evergreennet.com
2227,裕隆日產汽車股份有限公司,裕日車,汽車工業,苗栗縣三義鄉西湖村伯公坑三十九號之二,嚴陳莉蓮,1992/10/22,1993/12/21,新台幣                 10.0000元,"3,000,000,000","300,000,000",合併,每年,股東會,自辦,勤業眾信聯合會計師事務所,YNM,yulon-nissan.ir@yulon-nissan.com.tw,www.nissan.com.tw
2228,劍麟股份有限公司,劍麟,汽車工業,(221)新北市汐止區新台五路一段98號19樓,黃正怡,1966/4/27,102/11/25,新台幣                 10.0000元,"757,802,810","75,780,281",合併,每年,股東會,元大證券股份有限公司,資誠聯合會計師事務所,IRF,announcer@irf.com.tw,www.ironforce.com.tw
2231,為升電裝工業股份有限公司,為升,汽車工業,彰化縣福興鄉番婆村彰鹿路六段546巷6號,尤山泉,1978/1/9,1999/11/19,新台幣                 10.0000元,"1,409,176,080","140,917,608",合併,每年,股東會,第一金證券(股)公司股務代理部,安侯建業聯合會計師事務所,CUB,investor@cubelec.com,http://www.cubelec.com
2233,宇隆科技股份有限公司,宇隆,汽車工業,台中市梧棲區經二路59號,劉俊昌,1976/12/29,108/09/17,新台幣                 10.0000元,"602,880,890","60,288,089",合併,每年,董事會,中國信託商業銀行代理部,安永聯合會計師事務所,TURVO,sales@mail.turvo.com.tw,http://www.turvo.com.tw/
2236,百達精密工業股份有限公司,百達-KY,汽車工業,臺北市松山區復興北路57號9樓之五、之六,黃亮茳,100/06/29,104/06/03,新台幣                 10.0000元,"503,912,490","50,391,249",合併,每半會計年度,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Patec,eliza@patec-intl.com,www.patec-intl.com
2239,開曼英利工業股份有限公司,英利-KY,汽車工業,彰化縣彰化市中山路二段349號8樓,林上煒,104/01/16,105/01/27,新台幣                 10.0000元,"1,203,465,930","120,346,593",合併,每年,股東會,永豐金證券股務代理部,資誠聯合會計師事務所,Cayman Engley,spokesman@engley.net,www.engley.com.tw
2241,艾姆勒科技股份有限公司,艾姆勒,汽車工業,新北市林口區文化三路二段455號10樓,林啟聖,100/06/24,109/08/26,新台幣                 10.0000元,"1,046,023,060","104,602,306",合併,每年,股東會,元大證券股份有限公司股務代理部,資誠聯合會計師事務所,Amulaire,ir@amulaire.com,www.amulaire.com
2243,宏旭控股股份有限公司,宏旭-KY,汽車工業,24447新北市林口區文化一路一段86號2樓,林維源,104/03/24,106/09/27,新台幣                 10.0000元,"693,735,960","69,373,596",合併,每年,股東會,富邦綜合證券股務代理部,資誠聯合會計師事務所,HS,hs@horngshiue.com,http://www.horngshiue.com
2247,汎德永業汽車股份有限公司,汎德永業,汽車工業,台北市內湖區行愛路100號6樓,唐慕蓮,1968/11/7,109/10/12,新台幣                 10.0000元,"807,087,350","80,708,735",合併,每年,董事會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,PGUM,contact@email.pgum.com.tw,http://www.pgum.com.tw
2250,第一化成控股(開曼)股份有限公司,IKKA-KY,汽車工業,新竹縣關西鎮深坑子3-1號,胡湘麒,105/03/31,110/05/31,新台幣                 10.0000元,"313,269,080","31,326,908",合併,每年,董事會,中國信託商業銀行 代理部,資誠聯合會計師事務所,IKKA-KY,ikka@ikka.com.tw,www.ikka.com.tw
2254,巨鎧精密工業股份有限公司,巨鎧精密-創,汽車工業,臺南市安南區科技二路50號,吳柏樺,102/09/14,112/10/20,新台幣                 10.0000元,"639,076,800","63,907,680",合併,每半會計年度,董事會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,COPLUS,IR@coplus.com.tw,https://www.coplus.com.tw/
2258,鴻華先進科技股份有限公司,鴻華先進-創,汽車工業,新北市新店區寶高路26號7樓,劉揚偉,109/11/06,112/11/20,新台幣                 10.0000元,"17,413,140,000","1,741,314,000",合併,每年,董事會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,Foxtron,ir@foxtronev.com,https://www.foxtronev.com
2301,光寶科技股份有限公司,光寶科,電腦及週邊設備業,台北市內湖區瑞光路392號22樓,宋明峰,1978/3/17,1984/11/17,新台幣                 10.0000元,"23,531,299,630","2,353,129,963",合併,每季,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,LTC,YiWen.Hsieh@liteon.com,http://www.liteon.com/
2302,麗正國際科技股份有限公司,麗正,半導體業,新北市土城區中山路71號,林怡岑,1965/1/23,1974/1/15,新台幣                 10.0000元,"1,663,028,810","166,302,881",合併,每年,股東會,國票綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,RECTRON,annielin@rectron.com.tw,www.rectron.com.tw
2303,聯華電子股份有限公司,聯電,半導體業,新竹科學園區新竹市力行二路三號,洪嘉聰,1969/5/22,1974/7/16,新台幣                 10.0000元,"125,290,339,750","12,529,033,975",合併,每年,股東會,宏遠證券股份有限公司,安永聯合會計師事務所,UMC,IR@UMC.COM,WWW.UMC.COM
2305,全友電腦股份有限公司,全友,電腦及週邊設備業,新竹市科學園區工業東三路六號,吳金來,1969/10/23,1977/10/21,新台幣                 10.0000元,"2,056,608,270","205,660,827",合併,每年,股東會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,MII,julie.chu@microtek.com.tw,www.microtek.com.tw
2308,台達電子工業股份有限公司,台達電,電子零組件業,台北市內湖區瑞光路186號,海英俊,1964/8/20,1977/12/19,新台幣                 10.0000元,"25,975,433,290","2,597,543,329",合併,每年,股東會,中國信託商業銀行股份有限公司,資誠聯合會計師事務所,DELTA,2308@deltaww.com,https://www.deltaww.com/zh-TW/index
2312,金寶電子工業股份有限公司,金寶,其他電子業,(105)臺北市南京東路五段99號10樓,許勝雄,1962/4/24,1978/11/7,新台幣                 10.0000元,"15,007,312,110","1,500,731,211",合併,每年,董事會,中國信託商業銀行代理部,安永聯合會計師事務所,KINPO,investor@kinpo.com.tw,www.kinpo.com.tw
2313,華通電腦股份有限公司,華通,電子零組件業,桃園市蘆竹區新莊里大新路814巷91號,江培琨,1962/8/30,1979/7/24,新台幣                 10.0000元,"11,918,205,890","1,191,820,589",合併,每年,董事會,台新證券股務代理部,正風聯合會計師事務所,COMPEQ MANUFACT,tw2313@compeq.com.tw,www.compeq.com.tw
