公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
1541,錩泰工業股份有限公司,錩泰,電機機械,－,台中市后里區南村路41號,23248433,張經金,張經金,張錦華,財務主管,林美君,04-25580669,78/04/21,92/03/19,新台幣                 10.0000元,"788,000,000","78,800,000",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,羅文振,黃宇廷,Chang Type,"No 41 Nan-tsuen RoadHo-Li , Taichung City , Taiwan",04-25574960,jack@mail.toty.com.tw,www.toty.com.tw,張錦華,財務主管,04-25580669,http://www.toty.com.tw/chinese/stakeholder/ip.html,http://www.toty.com.tw/chinese/stakeholder/ip.html
1558,伸興工業股份有限公司,伸興,電機機械,－,台中市太平區永成路78號,55754185,林志誠,劉棟樑,莊子禾,協理,周俊伸,(04)22785177,64/01/03,103/12/23,新台幣                 10.0000元,"665,356,310","66,535,631",0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)23816288,臺北市中正區博愛路17號3樓,安永聯合會計師事務所,陳明宏,黃靖雅,ZENG HSING,"No. 78, Yong Cheng Rd., Taiping District, Taichung City, Taiwan, R.O.C.Taichung City, Taiwan, R.O.C.",(04)22751789,spokesman@zenghsing.com.tw,www.zenghsing.com.tw/,莊子禾,協理,04-22785177#182,spokesman@zenghsing.com.tw,www.zenghsing.com.tw/csr/stakeholder/?lang=zh-hant
1560,中國砂輪企業股份有限公司,中砂,電機機械,－,新北市鶯歌區中山路64號,03089008,林伯全,謝榮哲,李偉彰,副總經理,白景中,02-26791931,53/07/08,94/01/31,新台幣                 10.0000元,"1,449,435,000","144,943,500",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市100重慶南路一段2號5樓,勤業眾信聯合會計師事務所,劉明賢,趙永祥,KINIK,"No.64,Zhongshan Rd., Yingge Dist.,New Taipei City 23942, Taiwan(R.O.C.)",02-26797562,ir@kinik.com.tw,www.kinik.com.tw,白景中,副總經理,02-26791931#2005,ir@kinik.com.tw,http://www.kinik.com.tw/KINIK/company/kinik_interested_parties.asp
1568,倉佑實業股份有限公司,倉佑,汽車工業,－,62154嘉義縣民雄鄉福樂村中山路18號,66654986,蘇祈澤,蘇祈祜,蔡玫芳,經理,鄭麗君,05-2200888,74/01/16,103/05/14,新台幣                 10.0000元,"1,030,865,590","103,086,559",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路1段2號5樓,勤業眾信聯合會計師事務所,陳秀雯,陳珍麗,T.Y.,"No. 18 Chung-Shan Rd., Fu-Lo Village Min-Hsiung Industrial Park,Chia  Yi  County, Taiwan R.O.C.",05-2216811,public@tsangyow.com.tw,www.tsangyow.com.tw,蔡玫芳,經理,05-2200888#1130,sharontsai@tsangyow.com.tw,http://www.tsangyow.com.tw/tw/shakeholder.php
1582,信錦企業股份有限公司,信錦,電子零組件業,－,新北市中和區建康路168號9樓,35966577,陳秋郎,陳秋郎,黃逸群,董事長特別助理,劉皇佑,02-66215888,68/07/07,98/12/17,新台幣                 10.0000元,"1,407,768,790","140,776,879",0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,勤業眾信會計師事務所,黃堯麟,周仕杰,SYNCMOLD,"9F., No.168, Jiankang Rd.,Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",02-66216000,information@syncmold.com.tw,www.syncmold.com.tw,劉皇佑,副理,02-66215888,information@syncmold.com.tw,www.syncmold.com.tw/syncmold-2018/item_interested_person_2018.html
1583,程泰機械股份有限公司,程泰,電機機械,－,台中市西屯區協和里工業區五路十三號,52353530,楊德華,楊舒涵,江瑞雯,財務部經理,林廷霜,(04)2463-6000,64/09/28,97/01/24,新台幣                 10.0000元,"1,104,003,720","110,400,372",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,建智聯合會計師事務所,陳貴端,易昌運,GOODWAY,"13, 5th Road, Taichung  Industrial  Park,Taichung 40767, Taiwan, R.O.C.",(04)2463-6500,2562@goodwaycnc.com.tw,http://www.goodwaycnc.com/,江瑞雯,財務部經理,(04)2463-6000#12055,2562@goodwaycnc.com,http://www.goodwaycnc.com/exhtml_goodway/goodway_tw/publication/stakeholders/index.htm
1587,吉茂精密股份有限公司,吉茂,汽車工業,－,(52861)彰化縣芳苑鄉後寮村工區路28號,24157564,劉彥狄,劉彥狄,許乃龍,經理,蔡淑萍,(04)896-7892,73/08/22,107/04/16,新台幣                 10.0000元,"686,244,490","68,624,449",0,0,合併,每半會計年度,董事會,宏遠證券股份有限公司,02-7719-8899,台北市大安區信義路四段236號3樓,資誠聯合會計師事務所,賴志維,王玉娟,CM,"NO.28,KUNG-CHIU RD.,FANG-YUAN INDUSTRIAL DISTCHANGHUA,TAIWAN,R.O.C",(04)896-7907,info@cryomaxcooling.com,www.cryomaxcooling.com,許乃龍,經理,(04)23105666,nailong@cryomaxcooling.com,www.cryomaxcooling.com
1589,永冠能源科技集團有限公司,永冠-KY,電機機械,KY 開曼群島,台北市內湖區新湖一路93號4樓,41048746,張賢銘,徐清雄,蔡樹根,副董事長,蔡青武,(02)2791-7198,97/01/22,101/04/27,新台幣                 10.0000元,"1,181,359,410","118,135,941",0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,臺北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,黃堯麟,李東峰,YGG,"4F., No.93, Xinhu 1st Rd., Neihu Dist.Taipei City 114757, Taiwan (R.O.C.)",(02)2791-7808,ygg@ygget.com,http://www.ygget.com/index/tw.aspx,李冠昕,協理,(02)2791-7198 分機17,ir@ygget.com,http://www.ygget.com/content/tw/508.aspx
1590,亞德客國際集團,亞德客-KY,電機機械,KY 開曼群島,台北市民生東路三段129號4樓,53666460,王世忠,王世忠,曹永祥,集團副總經理,李懷文,(02)27197538,98/09/16,99/12/13,新台幣                 10.0000元,"1,999,999,980","199,999,998",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號五樓,勤業眾信聯合會計師事務所,池瑞全,翁博仁,AIRTAC,"4F., No.129, Sec. 3, Minsheng E. Rd.,Taipai City 10596, Taiwan (R.O.C.)",(02)27197939,ir@airtac.com,http://www.airtac.com/,林道萱,財務高級專員,(02)27197538,ir@airtac.com,http://www.airtac.com/
1597,直得科技股份有限公司,直得,電機機械,－,74145 台南市新市區大利一路3號,16755427,陳麗芬,許明哲,李柏蒼,財務長,許澄璞,(06)505-5858,87/10/19,109/12/23,新台幣                 10.0000元,"892,618,040","89,261,804",0,0,合併,每半會計年度,董事會,富邦綜合證券股份有限公司,(02)2361-1300,10047台北市中正區許昌街17號11樓,資誠聯合會計師事務所,葉芳婷,田中玉,cpc,"No.3, Dali 1st Rd., Xinshi Dist.,Tainan City 74145,Taiwan (R.O.C.)",(06)505-5959,act07@mail2.chieftek.com,http://www.chieftek.com/,李柏蒼,財務長,(06)505-5858,act07@mail2.chieftek.com,http://www.chieftek.com/
1598,岱宇國際股份有限公司,岱宇,運動休閒,－,(104)台北市中山區松江路111號12樓,23751545,林佑穎,陳明男,邱源聲,副總經理,鍾沛宏,(02)25152288,79/06/02,105/09/20,新台幣                 10.0000元,"1,596,097,540","159,609,754",0,0,合併,每年,董事會,富邦證券股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,謝建新,廖婉怡,Dyaco,"12F,NO.111, Songjiang Road,(104)Taipei, Taiwan",(02)25159963,investor@dyaco.com,http://www.dyaco.com,鍾沛宏,經理,02-25152288,investor@dyaco.com,https://www.dyaco.com/en/investors
1603,中華電線電纜股份有限公司,華電,電器電纜,－,台北市中山區中山北路三段58號4樓,35882520,陳昭蓉,陳鶴原,蔡旭卿,法務室主管,吳鳳蘭,2599-3456,50/02/23,57/06/03,新台幣                 10.0000元,"1,916,880,000","191,688,000",0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市100中正區許昌街17號11樓,馬施云大華聯合會計師事務所,吳獻恩,吳昆益,CWCO,"4TH FLOOR NO.58, CHUNGSHAN NORTH ROAD, SEC. 3Taipei,Taiwan,R.O.C.",2598-7766,acct@cwco.com.tw,www.cwcowin.com.tw,蔡旭卿,法務室主管,2599-3456,legal@cwco.com.tw,www.cwcowin.com.tw
1604,聲寶股份有限公司,聲寶,電器電纜,－,桃園市龜山區大華里頂湖26-3號,03607500,財團法人陳茂榜工商發展基金會,許經朝,簡淑慧,財會處(協理),高治誠,03-3975151,51/09/11,59/12/14,新台幣                 10.0000元,"3,842,000,000","384,200,000",0,0,合併,每年,董事會,元大證券股份有限公司,02-25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,游素環,吳恪昌,SAMPO,"No.26-3. Dinghu Rd, Gueishan Dist.,Taoyuan City 33378, Taiwan ( R.O.C)",03-3275581,email@sampo.com.tw,www.sampo.com.tw,簡淑慧,協理,03-3975151#1711,sophy@sampo.com.tw,http://www.sampo.com.tw/aboutlist.aspx?q=15
1605,華新麗華股份有限公司,華新,電器電纜,－,台北市信義區松智路1號25樓,35412204,焦佑倫,潘文虎,文德誠,董事長室特別助理,潘思如,(02)8726-2211,55/12/02,61/11/03,新台幣                 10.0000元,"40,313,329,480","4,031,332,948",0,0,合併,每年,董事會,本公司股務聯辦室,(02)2790-5885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,徐文亞,吳恪昌,WALSIN,"25F, No.1, Songzhi Rd.,Taipei 11047, Taiwan",(02)2720-2234,walsinspk@walsin.com,http://www.walsin.com,投資管理部,投資管理部,(02)8726-2211,IR@walsin.com,http://www.walsin.com
1608,華榮電線電纜股份有限公司,華榮,電器電纜,－,高雄巿前金區中正四路170號,79460007,王宏仁,黃華志,黃華志,總經理,劉秀美,07-2814161,45/12/08,77/07/11,新台幣                 10.0000元,"6,327,735,060","632,773,506",0,0,合併,每年,股東會,本公司股務課,02-27717611,台北巿南京東路三段210號11樓,安侯建業聯合會計師事務所,陳永祥,蘇彥達,HE,"170,CHUNG CHENG 4TH ROAD,KAOHSIUNG,TAIWAN,R.O.C.",07-2818871,he520@hegroup.com.tw,http://www.hegroup.com.tw,劉秀美,管理部副總經理,07-2814161,misherr@hegroup.com.tw,http://www.hegroup.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=142&index=4
1609,大亞電線電纜股份有限公司,大亞,電器電纜,－,台南市關廟區中山路二段249號,68035907,沈尚弘,沈尚宜,陳重光,總管理處處總經理,洪崇銘,06-5953131,51/11/07,77/12/12,新台幣                 10.0000元,"7,368,162,740","736,816,274",0,0,合併,每年,股東會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段二號五樓,群智聯合會計師事務所,呂松裕,吳乾萌,TA YA,"249 Chung Shan Rd.,KuanMaiohsiang,TainanHsien,Taiwan,ROC",06-5958190,stock@mail.taya.com.tw,www.taya.com.tw,陳重光,處總經理,06-5953131,ck_chen@mail.taya.com.tw,www.taya.com.tw
1611,中國電器股份有限公司,中電,電器電纜,－,台北市行善路124號2樓,03086001,廖銘輝,翁慶典代理,黃至賢,經理,王志崧,(02)27191188,44/02/01,79/01/16,新台幣                 10.0000元,"3,227,357,420","322,735,742",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,陳昭宇,謝東儒,CE,"2F, No. 124, Xingshan Road, Taipei CityTAIPEI,TAIWAN",(02)27137111,eservice@toa.com.tw,http://www.chinaelectric.com.tw,黃至賢,經理,(02)27191188,frank@chinaelectric.com.tw,http://www.chinaelectric.com.tw/investor11.php
1612,宏泰電工股份有限公司,宏泰,電器電纜,－,桃園市328觀音區樹林里國建一路2號,43125162,久疆投資股份有限公司,黎文斌,潘少屏,營運長,陳良驊,(02)27011000,57/08/08,82/05/08,新台幣                 10.0000元,"3,160,800,630","316,080,063",0,0,合併,每年,董事會,福邦證券(股)公司,(02)2371-1658,100台北市中正區忠孝西路ㄧ段6號6樓,安永聯合會計師事務所,謝勝安,張志銘,HONG TAI,"20F., NO.65, SEC2,  DUN-HUA S. RD., DA'AN DIST., TAIPEI CITY106, TAIWAN R.O.C.TAIPEI TAIWAN R.O.C.",(02)27081100,managerdep@hong-tai.com.tw,www.hong-tai.com.tw,潘少屏,營運長,(02)2701-1000#280,paulpan@hong-tai.com.tw,www.hong-tai.com.tw
1614,台灣三洋電機股份有限公司,三洋電,電器電纜,－,台北市中山區松江路266號10F,03564501,李文峰,李文琳,林張惠,協理,林陳勝,(02)25210251,52/02/13,86/09/18,新台幣                 10.0000元,"2,691,134,060","269,113,406",0,0,合併,每年,董事會,華南永昌綜合證券股份有限公司,(02)2718-6425,台北市松山區民生東路四段54號4樓,資誠聯合會計師事務所,陳晉昌,廖福銘,Taiwan Sanyo,"10F,NO. 266,Sung Chiang Road,Taipei,Taiwan,R.O.C",(02)25119935,san3@sanyo.com.tw,www.sanyo.com.tw,林張惠,協理,(02)25210251-3001,atalanta@sanyo.com.tw,http://www.sanyo.com.tw/s1405/sanyo_investment.asp
1615,大山電線電纜股份有限公司,大山,電器電纜,－,雲林縣斗六市雲林路三段369號,64829434,蘇文彬,蘇文彬,張國忠,協理,謝彩芬,05-5222331,63/04/15,89/03/30,新台幣                 10.0000元,"1,637,226,960","163,722,696",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,連淑凌,陳盈如,Dah  San,"NO.369 Sec. 3 Yun-Lin Rd. Douliou CityYunlin County , Taiwan,(R.O.C)",05-5220478,fin1615@dahsan.com.tw,http://www.dahsan.com.tw,張國忠,協理,05-5222331,gzchang@dahsan.com.tw,http://www.dahsan.com.tw/chinese-105.html
1616,億泰電線電纜股份有限公司,億泰,電器電纜,－,台北市中正區仁愛路二段九十一巷一號一樓,22819700,王銀河,張程浩(代理),王銀河,董事長,鄒玫君,02-2321-8855,77/03/21,89/09/11,新台幣                 10.0000元,"1,941,485,150","194,148,515",0,0,合併,每年,股東會,元富證券股份有限公司,02-2768-6668,台北市松山區光復北路11巷35號地下一樓,安侯建業聯合會計師事務所,黃泳華,余聖河,EVERTOP,"1F, No. 1, Lane 91, Sec. 2, Ren-Ai Rd.,Taipei 100 , Taiwan, R.O.C.",02-2321-3236,evertopf@ms27.hinet.net,http://www.evertop.com,王銀河,董事長,02-2321-8855,evertopf@ms27.hinet.net,http://www.evertop.com/?action=info&info=34
1617,榮星電線工業股份有限公司,榮星,電器電纜,－,台南市仁德區中正路三段231號,73341336,王東澤,邱守基,薛添得,協理,黃維民,06-2705211,60/07/17,89/09/11,新台幣                 10.0000元,"1,577,978,380","157,797,838",0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,蘇彥達,楊博任,JSW,"231,Sec.3,Chung-Cheng RD.,Jen-Teh District ,Tainan CityTainan City,717 TAIWAN,R.O.C.",06-2700599,frank@nt1.jswire.com.tw,http://www.jswire.com.tw,薛添得,協理,06-2705211,frank@nt1.jswire.com.tw,http://www.jswire.com.tw
1618,合機電線電纜股份有限公司,合機,電器電纜,－,台北市中山區復興南路一段36之9號3樓,23206102,楊碧綺,李新政,周亭儀,財務主管,林淑萍,02-23956603,78/03/01,89/09/11,新台幣                 10.0000元,"1,926,917,470","192,691,747",0,0,合併,每年,董事會,康和綜合證券股份有限公司,02-87871888,台北巿信義區基隆路1段176號B1,勤業眾信聯合會計師事務所,莊文源,陳致源,HK,"3F., No. 36-9, Sec. 1, Fusing S. Rd., Jhongshan Dist., Taipei City 104, TaiwanTAIPEI,TAWAN,R.O.C.",02-23563700,ir@hold-key.com.tw,WWW.HOLD-KEY.COM.TW,周亭儀,財務主管,(02)23956603,hkinvestors@hold-key.com.tw,http://www.hold-key.com.tw/stakeholder_holdkey_01.html
1626,艾美特(開曼)國際有限公司,艾美特-KY,電器電纜,KY 開曼群島,台南市新忠路11號,34995738,史瑞斌,史瑞斌,莊亞菘,集團投資關係室經理,史瑞斌,8675527655988,93/03/11,102/03/21,新台幣                 10.0000元,"1,528,217,210","152,821,721",0,0,合併,每年,董事會,中國信託商業銀行代理部,02- 6636 5566,台北市重慶南路1段83號5樓,資誠聯合會計師事務所,王國華,吳建志,AIRMATE,"NO.11 SHIN CHUNG ROAD, AN PING INDUSTRIAL DISTRICT,TAINAN.TAIWAN.R.O.CTAINAN.TAIWAN.R.O.C",8675527643640,yasung@airmate-china.net,www.airmate-china.com,莊亞菘,集團投資關係室經理,02-27043094,yasung@airmate-china.net,www.airmate-china.com
1701,中國化學製藥股份有限公司,中化,生技醫療業,－,北市中正區襄陽路二十三號,03088802,王謝怡貞,吳志庸,陳誼芬,處長,黃宜均、林珍岑,02-23124200,41/03/12,51/02/09,新台幣                 10.0000元,"2,980,810,800","298,081,080",0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,02-23611300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,游淑芬,林柏全,CCPC,"23, Hsiang Yang Rd.,Taipei, Taiwan, R.O.C.",02-23615143,candy.cheng@ccpc.com.tw,WWW.CCPC.COM.TW,陳誼芬,公共事務處處長,02-23124200,tiffany.chen@ccpc.com.tw,http://www.ccpg.com.tw/chinese/10_csr/overview.aspx
1702,南僑投資控股股份有限公司,南僑,食品工業,－,台北市延平北路四段100號,07305506,陳飛龍,李勘文,李勘文,總經理,邱(水+靜)慧,(02)6619-3000,39/06/30,62/05/30,新台幣                 10.0000元,"2,941,329,620","294,132,962",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,吳仲舜,張純怡,NAMCHOW,"NO.100 Yen-ping North Road,sec4TAIPEI,TAIWAN,ROC",(02)2535-1970,ncgfin@ms4.hinet.net,www.namchow.com.tw,李勘文,發言人,(02)6619-3688,Kevin@namchow.com.tw,http://www.namchow.com.tw/page/main_page/04_01/index_07.html
1707,葡萄王生技股份有限公司,葡萄王,生技醫療業,－,桃園市平鎮區金陵路二段402號,11880517,曾盛麟,曾盛麟,洪俊銘,財務長兼公司治理主管,許勝傑,03-4572121,60/04/01,71/12/20,新台幣                 10.0000元,"1,481,373,730","148,137,373","11,851,000",0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,10601台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鍾鳴遠,黃裕峰,GKB,"No.402, Sec. 2, Jinling Rd.Pingzhen Dist., Taoyuan City 324, Taiwan",03-4572128,gkishares@grapeking.com.tw,http://www.grapeking.com.tw,曾德楷(英文) / 林天鉞(中文),總監(英文) / 經理(中文),"03-4572121#1802,1707",duncan.aitken@grapeking.com.tw(For English) / terry.lin@grapeking.com.tw(For Chinese),https://www.grapeking.com.tw/stakeholder/62591ad4df427
1708,東南實業股份有限公司,東鹼,化學工業,－,台北市敦化南路2段99號23樓,11384405,陳榮元,黃志成,劉志勇,資深副總經理,朱經雲,27047272,46/03/02,75/06/16,新台幣                 10.0000元,"2,490,016,510","249,001,651",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,安侯建業聯合會計師事務所,陳雅琳,唐嘉鍵,SESODA,"23F,No.99 ,Sec 2,Dunhua S. RD.,Taipei, Taiwan",27043380,taipei@sesoda.com.tw,www.sesoda.com.tw,朱經雲,經理,27047272 #233,ella@sesoda.com.tw,http://www.sesoda.com.tw/chinese/investors.html
1709,和益化學工業股份有限公司,和益,化學工業,－,台北市南京東路二段二Ｏ六號十四樓,04312878,黃勝材,林春成,黃俊哲,協理,林立人經理,02-25071234,62/06/21,75/07/03,新台幣                 10.0000元,"4,770,162,720","477,016,272",0,0,合併,每半會計年度,董事會,華南永昌綜合證券股務代理部,02-2718-6425,台北市松山區民生東路四段54號4樓,勤業眾信聯合會計師事務所,莊文源,龔則立,FUCC,"14F,NO.206,SEC.2,NANKING E.RD.TAIPEI,TAIWAN R.O.C",02-25071664,fucc@fucc.com.tw,http://www.fucc.com.tw,黃俊哲,協理,02-25071234,oakes@fucc.com.tw,http://www.fucc.com.tw/fucc/fucc_index_retailer1.asp
1710,東聯化學股份有限公司,東聯,化學工業,－,台北市復興北路101號13樓,14057995,徐旭東,蔡錫津,俞瀛琁,協理,蔣中瑋,02-27193333,64/12/22,76/10/21,新台幣                 10.0000元,"8,857,030,290","885,703,029",0,0,合併,每年,股東會,亞東證券,02-77531699,新北市板橋區新站路16號13樓,勤業眾信會計師事務所,戴信維,郭俐雯,OUCC,13TH FL. 101 FU-HSING N. RD.TAIPEI R.O.C,02-27191858,ir@oucc.com.tw,http://www.oucc.com.tw,陳澤釧,資深經理,02-27193333,ir@oucc.com.tw,https://www.oucc.com.tw/csr-99-page470
1711,臺灣永光化學工業股份有限公司,永光,化學工業,－,台北市敦化南路二段77號5~6樓,15458455,陳建信,陳偉望,翁國彬,財務處處長,李明文,(02)27066006,61/09/07,77/12/27,新台幣                 10.0000元,"5,477,522,260","547,752,226",0,0,合併,每年,董事會,兆豐證券股務代理部,02-33930898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,黃明宏,唐嘉鍵,EVERLIGHT,"5~6Floor,No.77,Sec.2,Tun Hua South RoadTaipei,Taiwan,Republic of China",02-23263595,finance@ecic.com.tw,https://www.ecic.com/,翁國彬,財務處處長,27066006#190,spokesman@ecic.com.tw,https://www.ecic.com/csr/stakeholder/
1712,興農股份有限公司,興農,化學工業,－,臺中市大肚區南榮路101號1樓,51911712,顏子芳,李乾珉,余奎儒,投資人關係主管,賴慧娟,04-26933841,52/11/20,78/12/14,新台幣                 10.0000元,"4,204,925,850","420,492,585",0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,蘇定堅,蔣淑菁,SINON,"No.101, Nanrong Road, Dadu District,Taichung City 43245, Taiwan (R.O.C.)",04-26937639,stock@sinon.com.tw,www.sinon.com.tw,余奎儒,投資人關係主管,(04)26937689,stock@sinon.com.tw,https://www.sinon.com.tw/csr/
1713,國泰化工廠股份有限公司,國化,化學工業,－,台北市忠孝東路四段320號12樓,03375001,應柔爾,洪志成,洪志成,總經理,蔡淑貞,(02)27811161,51/12/11,79/01/31,新台幣                 10.0000元,"1,509,517,000","150,951,700",0,0,個別,每年,股東會,凱基證券(股)公司股務代理部,(02)23892999,台北市重慶南路一段二號五樓,安永聯合 會計師事務所,劉慧嫒,王瑄瑄,CCW,"12F,320,Section 4, Chung Hsiao East RoadTaipei,Taiwan",(02)27520332,cc511211@ms22.hinet.net,www.ccwi.com.tw,蔡淑貞,稽核主管,886-2-27811161,cc511211@ms22.hinet.net,www.ccwi.com.tw
1714,和桐化學股份有限公司,和桐,化學工業,－,高雄市仁武區竹後里竹工二巷1號,12526607,張立秋,陳怡如,林惠燕,會計部資深經理,廖淑惠,89769268,69/08/01,80/08/30,新台幣                 10.0000元,"10,168,248,080","1,016,824,808",0,0,合併,每年,股東會,和桐化學股份有限公司,89769289,新北市五股區中興路一段六號1樓,資誠聯合會計師事務所,徐明釧,黃金連,HO TUNG,"No.1, Zhugong 2nd Ln., Renwu Dist.,Kaohsiung City, Taiwan (R.O.C.)",89769269,lin@htgroup.com.tw,www.htgroup.com.tw,林惠燕,會計部資深經理,02-8976-9289,lin@htgroup.com.tw,http://www.htgroup.com.tw/service/?parent_id=13
1717,長興材料工業股份有限公司,長興,化學工業,－,高雄市三民區建工路578號,75339004,高國倫,毛惠寬,劉秉誠,財務部部長,朱瑞欣,07-3838181,53/12/03,83/03/31,新台幣                 10.0000元,"11,782,654,830","1,178,265,483",0,0,合併,每年,董事會,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,王兆群,許瑞軒,ETERNAL,"578 CHIEN-KUNG RD.KAOHSIUNG,TAIWAN",07-3898133,investor@eternal-group.com,https://www.eternal-group.com/Home,劉秉誠,財務部部長,07-3838181,investor@eternal-group.com,https://www.eternal-group.com/Esg_sta
1718,中國人造纖維股份有限公司,中纖,化學工業,－,高雄市大社區經建路8號,07066907,王貴賢,王皆誼,吳宏揚,協理,楊長熙,02-23937111,44/05/11,52/12/02,新台幣                 10.0000元,"16,859,057,450","1,685,905,745",0,0,合併,每年,股東會,本公司股務室,02-23937111,台北市新生南路一段五十號十一樓,勤業眾信聯合會計師事務所,游素環,王攀發,CMFC,"NO.8, JINGJIAN RD., DASHE DIST.,KAOHSIUNG, TAIWAN",02-23972549,tommy-wang@cmfc.com.tw,www.cmfc.com.tw,吳宏揚,協理,02-23937111,tom-wu@cmfc.com.tw,www.cmfc.com.tw/tw/contact.aspx
1720,生達化學製藥股份有限公司,生達,生技醫療業,－,台南市新營區土庫里土庫6-20號,71122503,范滋庭,范滋庭,范滋庭,總經理,陳淑華,(06)636-1516,56/06/30,84/12/12,新台幣                 10.0000元,"1,786,960,890","178,696,089",0,0,合併,每年,董事會,元富證券股份有限公司,0227686668,台北市松山區光復北路11巷35號地下一樓(台北瓦斯光復大樓),資誠聯合會計師事務所,田中玉,葉芳婷,S.C.P.C,"No.6-20,Tuku.,Tuku VillageSinying Dist.,Tainan City 73055,Taiwan",066352817,Chang.Chinwen@standard.com.tw,http://www.standard.com.tw,范滋庭,總經理,06-6361516#6666,spokesperson@standard.com.tw,http://www.standard.com.tw
1721,三晃股份有限公司,三晃,化學工業,－,台中市西區中興街229號5樓,55738290,黃亭棣,張俊彬,洪廷宜,管理部經理,王婷渝,(04)23215616,63/12/31,85/05/16,新台幣                 10.0000元,"1,848,840,920","184,884,092","19,168,520",0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,陳明宏,嚴文筆,SUNKO,"5F., NO. 229, ZHONGXING ST., WEST DISTTAICHUNG CITY 403, TAIWAN  R.O.C",(04)23109292,sunko@sunko.com.tw,http://www.sunko.com.tw,洪廷宜,管理部經理,04-23215616,redd.hung@sunko.com.tw,http://www.sunko.com.tw/sunko_web/sunkonew/Stakeholder.php?m=5&mlist=8
1722,台灣肥料股份有限公司,台肥,化學工業,－,台北市南港區經貿一路170號17樓,03795101,李孫榮,張滄郎代理總經理,鍾俊銘,助理副總經理,黃美玲,25422231,35/05/01,87/03/24,新台幣                 10.0000元,"9,800,000,000","980,000,000",0,0,合併,每年,股東會,台灣肥料股份有限公司股務組,25422231,台北市南港區經貿一路170號16樓,安侯建業聯合會計師事務所,陳宗哲,黃欣婷,TFC,"17F., No. 170, Jingmao 1st Rd., Nangang Dist.,TAIPEI, TAIWAN, R.O.C",2563-4597,tfcf0001@ms22.hinet.net,www.taifer.com.tw,張舜芬,公共關係室主任,25422231轉7711,shirleysfchang@taifer.com.tw,http://www.taifer.com.tw/taifer/tw/企業永續/2015-11-18-03-13-41/意見調查.html
