股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
3540,曜越,154.33,85.45,5.22,3.62,100.82,2.00,182.50,40.91,0.98,2.60,5.17,17.52,2.10,1.4
3541,西柏,169.50,115.66,-46.13,8.19,44.56,1.77,206.21,3.35,0.61,-13.91,-29.61,-69.50,-22.98,-5.54
3546,宇峻,393.94,381.86,824.01,7.54,48.40,無,無,13.70,0.71,11.08,14.0,51.41,15.68,4.24
3548,兆利,154.67,133.22,35.36,3.03,120.46,8.71,41.90,3.29,0.85,5.75,10.87,111.65,6.51,8.69
3551,世禾,202.96,180.17,35.96,4.79,76.20,10.74,33.98,0.88,0.48,6.77,9.09,72.91,13.72,5.58
3552,同致,170.34,141.06,9.90,1.96,186.22,3.55,102.81,7.48,0.95,4.29,8.95,73.93,3.89,4.51
3555,博士旺,151.85,150.46,-594.99,7.94,45.96,9.61,37.98,52.50,0.22,-5.39,-10.36,-7.43,-28.05,-0.71
3556,禾瑞亞,513.43,261.40,124.14,7.98,45.73,0.92,396.73,303.50,0.71,3.69,4.62,10.59,5.14,0.97
3558,神準,115.81,72.17,59.28,6.96,52.44,4.26,85.68,5.69,1.28,6.51,18.91,215.21,4.99,16.88
3564,其陽,188.79,97.40,2.21,3.47,105.18,1.81,201.65,2.15,0.72,1.58,2.09,4.15,1.35,0.45
3567,逸昌,363.95,363.95,225.00,5.08,71.85,無,無,0.86,0.57,13.01,16.63,37.21,25.54,3.01
3570,大塚,368.89,304.78,276.10,5.79,63.03,6.72,54.31,60.12,1.42,16.78,22.65,141.92,11.75,11.62
3577,泓格,277.69,62.99,28.50,10.70,34.11,0.63,579.36,1.39,0.61,5.06,6.45,16.12,8.06,1.28
3580,友威科,210.87,172.88,19.27,3.05,119.67,1.67,218.56,1.94,0.36,5.30,11.04,33.78,13.72,2.63
3581,博磊,172.06,1.11,9.60,5.35,68.22,1.79,203.91,10.36,0.72,3.40,6.16,17.83,4.12,0.55
3587,閎康,194.67,180.30,23.56,3.67,99.45,無,無,1.52,0.67,9.95,17.08,126.15,14.27,10.81
3594,磐儀,228.06,174.65,772.16,2.81,129.89,1.64,222.56,2.96,0.46,3.92,5.87,16.81,7.44,1.3
3597,映興,212.07,182.48,2.41,2.71,134.68,3.16,115.50,2.84,0.56,1.43,1.67,2.60,1.59,0.25
3609,三一東林,108.09,48.18,-9.76,12.24,29.82,2.42,150.82,2.51,0.52,-15.73,-44.42,-55.27,-32.33,-5.73
3611,鼎翰,176.25,107.61,22.24,6.18,59.06,3.43,106.41,7.12,0.97,11.29,18.15,266.60,11.10,19.76
3615,安可,453.50,400.15,669.00,3.04,120.06,4.39,83.14,1.05,0.30,2.92,3.43,14.49,7.93,0.88
3623,富晶通,334.65,286.80,-5.18,6.39,57.12,5.37,67.97,26.76,0.73,-1.65,-2.59,-3.40,-2.67,-0.34
3624,光頡,515.63,338.53,173.32,4.72,77.33,1.99,183.41,2.00,0.64,6.64,7.9,27.72,10.26,2.23
3625,西勝,81.85,72.82,-2.93,9.14,39.93,7.60,48.02,0.96,0.52,-3.12,-13.63,-9.60,-9.89,-1.05
3628,盈正,147.09,63.00,9.54,4.38,83.33,1.42,257.04,3.88,0.82,2.88,5.25,25.92,3.10,1.95
3629,地心引力,504.67,495.12,-185.61,7.62,47.90,無,無,2.71,0.12,-39.17,-50.95,-22.19,-330.44,-2.29
3630,新鉅科,132.03,96.99,-7.57,3.71,98.38,5.04,72.42,0.43,0.25,-8.72,-20.48,-33.47,-39.91,-3.35
3631,晟楠,233.88,179.49,-1.51,3.75,97.33,0.47,776.59,0.09,0.02,-1.14,-3.72,-8.13,-75.40,-0.6
3632,研勤,155.01,116.69,3.25,7.85,46.49,4.88,74.79,5.45,1.03,2.48,4.12,1.68,1.79,0.11
3646,艾恩特,199.80,131.99,13.91,4.33,84.29,3.06,119.28,5.24,0.86,6.14,9.71,15.90,6.66,1.35
3663,鑫科,397.94,169.55,4.00,9.41,38.78,2.94,124.14,9.48,1.31,2.90,3.31,6.94,1.64,0.54
3664,安瑞-KY,210.88,177.83,-909.66,1.51,241.72,2.71,134.68,51.09,0.78,-2.65,-6.62,3.89,-3.39,-0.39
3666,光耀,139.51,99.68,-44.21,2.93,124.57,5.38,67.84,1.69,0.64,-26.03,-36.98,-50.76,-41.41,-5.64
3672,康聯訊,160.21,101.96,-9.71,10.59,34.46,1.01,361.38,3.58,0.50,-4.38,-10.59,-20.83,-10.09,-1.21
3675,德微,119.85,96.22,14.91,4.51,80.93,3.69,98.91,1.13,0.55,11.18,22.06,59.88,19.42,6.73
3680,家登,251.08,184.41,14.38,5.11,71.42,1.49,244.96,0.92,0.36,7.67,14.35,126.58,20.15,10.24
3684,榮昌,239.90,205.65,10.92,3.74,97.59,6.76,53.99,1.84,0.77,3.66,5.68,13.49,4.33,1.17
3685,元創精密,133.59,94.57,-63.18,2.88,126.73,4.61,79.17,1.54,0.60,-1.03,-7.07,-5.77,-3.20,-0.77
3687,歐買尬,157.11,156.65,29.55,159.05,2.29,"63,565.80",0.00,62.81,0.18,3.72,8.06,133.16,18.98,1.75
3689,湧德,226.95,182.61,20.83,3.72,98.11,4.69,77.82,5.42,1.18,7.77,11.79,61.24,6.28,4.94
3691,碩禾,220.17,145.40,-21.29,2.61,139.84,2.71,134.68,0.65,0.24,-9.79,-15.02,-127.74,-40.65,-8.82
3693,營邦,134.79,79.04,70.90,6.63,55.05,2.47,147.77,8.76,1.47,15.70,37.54,324.27,10.55,24.1
3707,漢磊,319.77,234.37,5.84,5.53,66.00,3.36,108.63,1.87,0.57,1.33,1.75,5.40,1.92,0.2
3709,鑫聯大投控,135.82,83.61,2.75,11.43,31.93,6.31,57.84,404.50,2.71,2.69,5.84,19.41,0.57,1.34
3710,連展投控,97.98,77.45,-0.16,3.18,114.77,5.23,69.78,2.36,0.77,-0.45,-9.04,-8.17,-3.23,-0.78
3713,新晶投控,88.06,49.93,-0.37,7.48,48.79,1.52,240.13,0.93,0.29,-0.40,-3.61,-3.07,-3.23,-0.27
4102,永日,316.02,183.93,21.30,4.21,86.69,2.13,171.36,1.42,0.55,6.86,9.58,15.99,11.90,1.48
4105,東洋,207.85,162.38,41.14,4.28,85.28,2.08,175.48,2.34,0.57,11.78,17.56,57.09,20.32,4.54
4107,邦特,335.05,285.49,50.08,7.07,51.62,3.59,101.67,0.99,0.43,10.15,14.55,82.18,23.27,6.53
4109,加捷生醫,129.83,121.02,"-41,333.45",6.51,56.06,4.95,73.73,0.74,0.28,11.95,14.46,16.15,43.32,1.62
4111,濟生,178.09,153.80,60.82,3.58,101.95,7.63,47.83,1.42,0.59,3.92,5.63,15.33,6.47,1.21
4113,聯上,133.63,10.79,-0.51,"11,641.77",0.03,0.03,"12,166.66",8.90,0.03,-0.48,-4.57,-6.60,-28.13,-0.69
4114,健喬,214.28,133.28,994.42,4.48,81.47,2.02,180.69,0.93,0.45,4.00,5.49,14.99,7.88,1.61
4116,明基醫,198.54,152.43,"1,435.31",5.39,67.71,6.38,57.21,5.09,0.97,6.07,11.09,83.72,5.79,2.57
4120,友華,113.88,81.18,341.53,6.04,60.43,1.93,189.11,1.27,0.43,2.39,4.45,29.54,3.69,1.66
4121,優盛,172.95,92.48,161.49,13.88,26.29,2.70,135.18,4.23,0.94,0.52,0.03,1.84,0.02,-0.08
4123,晟德,277.56,261.48,-4.56,6.65,54.88,4.32,84.49,1.48,0.05,-3.40,-5.37,-16.11,-75.15,-1.5
4126,太醫,302.57,231.51,92.69,10.96,33.30,4.21,86.69,1.37,0.63,11.48,15.16,72.38,18.14,5.8
4127,天良,213.35,153.33,984.96,5.34,68.35,2.04,178.92,1.37,0.69,2.92,3.66,4.02,3.85,0.39
4128,中天,813.48,764.88,-185.64,26.43,13.81,4.69,77.82,1.33,0.11,-9.20,-10.01,-24.60,-86.55,-2.11
4129,聯合,178.95,86.84,12.53,4.07,89.68,0.59,618.64,2.59,0.65,7.04,11.61,14.55,9.88,4.5
4130,健亞,655.57,522.58,116.45,5.74,63.58,2.04,178.92,1.33,0.33,1.87,2.04,2.82,5.55,0.27
4131,浩泰,260.21,217.01,"-3,448.26",1.29,282.94,1.01,361.38,0.93,0.15,-19.66,-37.98,-20.78,-126.81,-1.87
4138,曜亞,193.88,164.00,122.00,7.81,46.73,2.49,146.58,6.71,0.52,8.33,14.6,90.09,14.92,6.37
4139,馬光-KY,71.72,56.11,-0.01,8.85,41.24,13.69,26.66,3.41,0.78,-1.03,-10.14,-6.68,-3.49,-1.0
4147,中裕,595.67,242.59,無,4.07,89.68,0.20,"1,825.00",0.54,0.12,-4.50,-7.37,-7.70,-39.61,-0.77
4153,鈺緯,470.42,371.52,267.78,3.60,101.38,1.97,185.27,3.99,0.72,5.92,7.19,14.61,8.24,1.25
4154,樂威科-KY,105.98,85.92,"-1,396.38",5.28,69.12,3.43,106.41,0.98,0.42,-18.17,-41.76,-34.88,-45.69,-3.05
4157,太景*-KY,"2,318.60","2,243.50",127.00,8.99,40.60,0.46,793.47,6.45,0.11,12.11,13.09,13.09,111.04,0.19
4160,訊聯基因,295.40,270.20,84.12,6.03,60.53,10.76,33.92,29.29,1.13,5.54,7.4,13.68,4.86,1.12
4161,聿新科,168.79,122.48,10.68,3.62,100.82,2.18,167.43,1.59,0.55,6.20,10.97,20.10,10.21,1.68
4162,智擎,"4,677.89","4,650.01","1,091.23",4.58,79.69,1.93,189.11,221.19,0.19,6.94,7.1,23.19,35.77,1.91
4163,鐿鈦,331.04,208.01,18.79,10.34,35.29,1.50,243.33,1.38,0.52,7.50,13.99,86.02,13.71,7.05
4167,松瑞藥,"1,267.29",812.65,404.35,3.68,99.18,0.78,467.94,1.13,0.26,0.92,0.9,0.95,2.86,0.09
4168,醣聯,265.48,260.68,"-2,766.19",71.61,5.09,無,無,0.00,0.00,-10.91,-13.11,-15.07,"-7,016.60",-1.65
4171,瑞基,307.00,271.73,-36.89,4.04,90.34,0.55,663.63,0.69,0.16,-11.84,-17.33,-38.00,-75.55,-2.89
4173,久裕,139.48,133.93,"2,509.13",3.66,99.72,7.29,50.06,23.49,0.22,1.51,3.92,12.81,6.71,1.03
4174,浩鼎,"1,992.27","1,836.32",-159.71,9.76,37.39,4.80,76.04,0.05,0.01,-20.79,-22.83,-55.59,"-3,046.91",-4.57
4175,杏一,84.89,41.00,2.20,38.72,9.42,4.46,81.83,3.61,0.98,1.24,3.37,16.54,0.64,1.13
4183,福永生技,292.99,232.33,13.39,5.50,66.36,4.45,82.02,6.78,0.88,4.24,6.83,11.12,4.46,0.88
4188,安克,"1,334.59","1,223.63",-349.80,8.23,44.34,1.00,365.00,0.95,0.12,-8.07,-8.65,-8.09,-66.12,-0.85
4192,杏國,"1,462.74","1,291.76",-47.69,8.75,41.71,1.91,191.09,6.35,0.05,-9.21,-12.59,-10.86,-189.01,-1.19
4198,欣大健康,312.05,227.29,20.62,3.16,115.50,1.40,260.71,2.31,0.48,17.24,33.21,42.66,37.39,4.49
4205,中華食,448.00,424.00,194.00,9.94,36.72,21.03,17.35,2.43,0.84,14.94,17.98,48.93,17.75,3.91
4207,環泰,259.49,186.82,8.91,4.50,81.11,6.80,53.67,2.22,0.93,6.08,9.29,21.88,5.70,1.25
4304,勝昱,76.86,53.28,-17.90,4.41,82.76,5.91,61.75,3.08,0.91,-22.97,-80.67,-33.45,-26.43,-3.35
4305,世坤,660.39,609.48,"11,888.71",5.44,67.09,9.56,38.17,3.46,0.75,12.72,14.44,36.73,17.04,2.91
4401,東隆興,133.30,60.10,0.66,10.44,34.96,1.83,199.45,0.93,0.48,0.52,-0.45,-1.03,-0.43,-0.13
4402,福大,"2,103.13","2,065.02",-3.44,4.06,89.90,4.47,81.65,0.42,0.15,-3.16,-5.31,-2.72,-25.85,-0.43
4406,新昕纖,155.29,88.62,-9.15,6.66,54.80,3.23,113.00,1.59,0.46,-2.11,-3.12,-3.82,-4.93,-0.39
4413,飛寶企業,738.33,614.88,"1,073.66",7.75,47.09,5.00,73.00,3.52,0.92,4.07,5.19,6.04,4.05,0.58
4416,三圓,127.77,31.02,1.13,15.18,24.04,0.01,"36,500.00",48.20,0.01,-12.88,-0.09,2.61,-1.26,-0.03
4417,金洲,252.64,154.08,14.34,3.81,95.80,2.03,179.80,2.00,0.61,7.07,9.96,52.22,10.78,3.69
4419,皇家美食,717.02,708.04,88.00,50.29,7.25,30.47,11.97,4.44,0.46,0.01,-1.47,-0.07,-1.99,-0.31
4420,光明,426.31,410.75,57.28,6.78,53.83,7.24,50.41,0.38,0.19,47.10,84.39,420.92,237.48,40.44
4430,耀億,108.69,67.24,-4.42,6.10,59.83,2.47,147.77,1.04,0.51,-3.46,-8.31,-36.39,-8.44,-2.84
4432,銘旺實,635.42,524.03,734.46,5.29,68.99,3.82,95.54,4.58,0.76,6.35,7.51,24.79,8.27,1.92
4433,興采,73.15,49.29,2.55,10.80,33.79,2.98,122.48,0.95,0.51,0.89,1.17,8.40,0.85,0.53
4442,竣邦-KY,227.27,173.38,22.79,5.68,64.26,7.01,52.06,8.84,1.39,4.17,6.67,17.17,2.84,1.3
4502,健信,100.24,60.21,110.20,4.01,91.02,2.15,169.76,1.36,0.56,2.65,0.99,1.37,0.45,0.15
4503,金雨,656.78,526.65,-78.30,3.24,112.65,3.44,106.10,0.68,0.31,-8.63,-10.38,-13.10,-27.79,-1.27
4506,崇友,165.96,108.35,"2,724.96",5.44,67.09,1.62,225.30,4.73,0.57,9.75,17.61,62.79,16.99,5.06
4510,高鋒,130.37,86.12,3.59,4.89,74.64,1.99,183.41,1.55,0.44,3.24,5.65,13.12,5.22,0.97
4513,福裕,275.00,139.36,4.98,5.12,71.28,0.93,392.47,4.47,0.48,3.02,10.39,15.88,8.96,1.44
4523,永彰,108.53,79.50,-3.22,4.40,82.95,1.54,237.01,1.36,0.33,-2.65,-5.93,-9.65,-10.15,-0.25
4527,方方土霖,166.00,125.00,42.00,2.30,158.69,3.70,98.64,5.70,1.00,8.00,16.0,47.00,8.00,3.39
4528,江興鍛,166.62,132.01,4.07,3.86,94.55,4.80,76.04,0.95,0.47,2.44,3.35,11.14,3.92,0.91
4529,淳紳,556.37,517.93,-31.02,112.57,3.24,22.69,16.08,0.03,0.01,-17.53,-21.15,-10.39,"-1,772.91",-1.03
4530,宏易,250.89,217.85,-33.70,15.46,23.60,13.31,27.42,1.93,0.54,-19.11,-29.11,-11.59,-36.39,-1.26
4533,協易機,239.82,179.05,8.39,6.55,55.72,2.02,180.69,4.24,0.57,3.92,8.5,16.18,6.08,1.34
4534,慶騰,138.64,104.34,-12.44,2.43,150.20,1.98,184.34,1.34,0.50,-8.90,-18.08,-15.27,-19.02,-1.53
4535,至興,444.49,353.15,659.31,5.91,61.75,5.28,69.12,2.76,0.87,8.31,9.84,49.28,9.54,2.4
4538,大詠城,455.95,410.69,31.86,3.15,115.87,5.45,66.97,0.87,0.44,6.37,7.51,13.67,14.11,1.12
4541,晟田,100.84,75.49,-255.91,4.19,87.11,2.19,166.66,0.70,0.30,-1.31,-4.7,-14.03,-6.33,-1.12
4542,科嶠,186.37,125.70,8.16,2.83,128.97,1.29,282.94,2.37,0.57,4.06,7.87,18.79,6.27,1.68
4543,萬在,210.77,164.54,17.51,4.75,76.84,2.17,168.20,0.79,0.34,5.82,8.06,30.09,16.13,2.41
4549,桓達,544.68,440.66,94.64,5.29,68.99,2.19,166.66,1.84,0.61,12.08,15.4,63.94,19.59,4.89
4550,長佳,135.53,103.78,72.46,4.21,86.69,0.56,651.78,4.96,1.01,6.63,13.5,41.26,6.45,3.26
4554,橙的,298.49,216.15,18.21,5.67,64.37,1.14,320.17,16.81,0.60,4.30,5.64,12.13,6.75,1.06
4556,旭然,139.88,84.86,188.55,4.01,91.02,1.09,334.86,0.72,0.35,1.08,0.48,3.90,0.66,0.1
4558,寶緯,172.86,87.14,81.00,4.15,87.95,1.95,187.17,2.23,0.74,0.79,0.02,-0.79,0.01,0.01
4561,健椿,192.05,147.46,16.36,6.65,54.88,2.19,166.66,0.91,0.49,7.10,13.32,34.69,13.35,2.74
4563,百德,202.48,117.04,595.38,4.48,81.47,1.63,223.92,6.13,0.72,3.64,8.21,33.59,4.01,2.02
4568,科際精密,336.83,293.68,55.80,4.64,78.66,5.45,66.97,2.23,0.64,2.06,2.95,12.54,3.18,1.06
4577,達航科技,92.82,36.93,-10.71,4.36,83.71,1.56,233.97,0.71,0.34,-9.24,-18.69,-56.19,-29.34,-4.52
4580,捷流閥業,330.85,222.87,39.79,5.14,71.01,1.68,217.26,2.73,0.74,9.69,15.03,107.20,12.70,7.68
4584,君帆,193.00,152.77,15.86,2.36,154.66,2.67,136.70,1.49,0.55,5.31,9.99,45.18,9.00,3.28
4609,唐鋒,170.65,159.49,-3.83,2.63,138.78,1.20,304.16,1.01,0.14,-4.43,-20.15,-7.82,-38.22,-0.78
4702,中美實,261.01,257.66,"1,121.74",13.49,27.05,53.53,6.81,6.63,0.35,3.85,4.4,6.96,10.15,0.72
4706,大恭,"1,038.67",668.73,0.00,4.14,88.16,1.61,226.70,6.69,0.67,0.35,0.39,0.96,0.53,0.07
4707,磐亞,40.39,30.41,8.66,8.79,41.52,5.51,66.24,1.57,0.16,4.54,5.94,9.18,26.25,0.92
4711,永純,589.27,423.30,"1,727.53",5.13,71.15,2.59,140.92,2.08,0.60,1.54,1.74,3.89,2.39,0.3
4712,福格創新,"1,099.19","1,087.32",無,0.11,"3,318.18",無,無,0.03,0.00,-13.51,-20.69,-4.00,"-13,063.04",-0.16
4714,永捷,166.26,61.46,323.50,3.43,106.41,0.21,"1,738.09",0.34,0.08,1.60,1.99,5.36,14.08,0.14
4716,大立,204.41,185.01,-1.79,3.10,117.74,4.13,88.37,1.07,0.30,-0.75,-1.92,-3.04,-3.85,-0.18
4721,美琪瑪,229.33,148.00,1.39,3.52,103.69,3.93,92.87,6.25,1.41,-0.68,-1.87,0.66,-1.06,-0.33
4726,永昕,145.74,119.78,"-2,863.49",7.72,47.27,4.51,80.93,0.36,0.16,-16.15,-24.59,-33.22,-104.63,-3.32
4728,雙美,235.87,212.52,310.11,752.84,0.48,3.39,107.66,2.38,0.85,31.78,45.48,166.97,37.05,11.49
4729,熒茂,127.97,112.31,2.44,6.50,56.15,4.23,86.28,1.86,0.34,1.78,2.4,5.91,2.88,0.34
4735,豪展,224.14,172.65,98.05,18.69,19.52,3.48,104.88,2.42,0.68,3.63,4.75,11.32,4.86,1.17
4741,泓瀚,306.71,257.08,35.90,5.26,69.39,4.28,85.28,1.10,0.56,4.94,5.98,20.84,8.66,2.02
4743,合一,"3,723.13","3,656.15","-23,380.89",4.47,81.65,0.46,793.47,0.12,0.01,-8.51,-9.0,-28.98,"-1,523.99",-2.91
4744,皇將,208.41,135.28,2.47,7.15,51.04,1.11,328.82,2.32,0.52,1.29,1.29,4.62,1.27,0.27
4745,合富-KY,361.03,286.94,878.00,1.43,255.24,4.36,83.71,16.15,0.70,2.45,2.94,34.90,3.12,0.72
4747,強生製藥,617.59,552.37,22.96,4.89,74.64,2.65,137.73,1.01,0.40,5.50,6.27,23.10,13.14,2.24
4754,國碳科,270.55,184.92,26.28,8.81,41.43,4.91,74.33,1.87,0.79,9.13,14.87,27.83,10.59,2.25
4760,勤凱科技,237.99,156.25,18.67,3.16,115.50,3.44,106.10,5.13,0.97,11.45,15.04,44.58,11.22,3.9
4767,誠泰科技,428.92,312.88,24.61,3.60,101.38,3.60,101.38,6.93,0.88,5.91,9.09,30.44,6.49,2.56
4768,晶呈科技,167.64,109.08,"2,057.94",6.55,55.72,1.71,213.45,0.97,0.79,5.85,7.37,37.66,14.33,2.76
4804,大略-KY,62.52,52.07,-673.99,1.19,306.72,無,無,0.98,0.33,-18.42,-84.43,-33.33,-64.86,-3.41
4806,桂田文創,465.76,446.56,-8.76,0.01,"36,500.00",0.28,"1,303.57",0.01,0.00,-5.92,-11.38,-2.17,"-3,274.59",-0.54
4903,聯光通,556.56,504.42,11.09,7.75,47.09,7.64,47.77,9.28,0.58,2.10,2.77,2.22,3.36,0.28
4905,台聯電,238.01,223.36,19.25,9.85,37.05,0.69,528.98,1.30,0.04,5.57,6.03,57.09,144.82,5.61
4907,富宇,150.03,16.17,50.80,36.03,10.13,0.31,"1,177.41","6,035.17",0.34,2.69,13.77,27.80,7.77,2.24
4908,前鼎,739.77,634.69,"11,456.14",5.04,72.42,1.67,218.56,3.04,0.50,10.93,12.21,30.76,21.82,2.63
4909,新復興,"1,071.40","1,004.89",無,3.78,96.56,5.68,64.26,2.50,0.28,1.51,1.65,3.48,5.41,0.42
4911,德英,297.02,275.44,"22,626.00",23.36,15.62,1.47,248.29,0.48,0.22,8.69,9.96,16.26,39.90,1.3
4923,力士,647.39,404.10,32.53,4.11,88.80,2.16,168.98,30.45,0.80,0.73,0.83,3.33,0.88,0.2
4924,欣厚-KY,93.75,63.56,-2.79,4.63,78.83,4.95,73.73,1.35,0.67,-4.63,-11.75,-11.16,-8.56,-1.15
4931,新盛力,347.23,196.37,62.99,4.30,84.88,2.90,125.86,21.41,1.05,6.54,9.85,3.64,6.23,1.65
4933,友輝,514.08,445.90,"11,383.39",6.09,59.93,3.26,111.96,6.70,0.59,8.03,10.19,48.63,13.59,4.22
4939,亞電,203.04,173.07,2.72,2.03,179.80,5.37,67.97,1.91,0.56,2.16,2.37,5.08,2.35,0.37
4945,陞達科技,936.48,802.61,615.66,5.73,63.69,1.78,205.05,64.20,0.56,8.44,9.49,24.15,15.04,2.12
4946,辣椒,115.23,105.63,-47.41,2.39,152.71,57.17,6.38,7.86,0.18,-56.14,-186.18,-107.01,-313.43,-10.66
4951,精拓科,359.16,265.77,650.04,7.69,47.46,1.01,361.38,1.25,0.42,11.69,13.32,31.93,27.51,3.31
4953,緯軟,279.93,278.84,"16,421.37",3.30,110.60,無,無,11.64,1.80,12.07,18.6,90.70,6.65,8.49
4966,譜瑞-KY,402.27,297.71,0.00,10.09,36.17,1.63,223.92,31.02,0.60,8.94,10.89,274.01,14.76,25.73
4971,IET-KY,249.67,166.98,-24.33,5.40,67.59,1.45,251.72,0.55,0.35,0.49,0.49,-9.13,1.26,0.23
4972,湯石照明,287.22,254.44,86.31,3.87,94.31,2.88,126.73,2.41,0.46,2.83,3.58,12.40,6.04,1.16
4973,廣穎電通,202.65,71.55,26.57,11.06,33.00,3.07,118.89,19.19,1.46,6.64,9.28,34.64,4.40,3.12
4974,亞泰,468.61,401.58,"120,988.22",5.75,63.47,5.61,65.06,13.38,0.88,10.20,13.48,69.36,11.55,5.64
4979,華星光,563.30,446.50,95.71,10.66,34.24,4.64,78.66,4.35,1.06,15.95,19.87,31.41,14.96,3.34
4987,科誠,464.94,242.62,583.44,6.69,54.55,1.43,255.24,2.79,0.81,10.20,13.23,63.04,12.60,4.54
4991,環宇-KY,201.08,144.81,-44.90,5.44,67.09,2.61,139.84,1.89,0.33,-19.11,-23.7,-72.45,-58.65,-7.18
4995,晶達,192.63,151.28,22.37,4.83,75.56,3.20,114.06,1.70,0.71,9.22,15.94,44.05,12.43,3.61
5009,榮剛,522.63,308.27,15.91,5.28,69.12,1.53,238.56,1.62,0.49,9.20,18.15,53.68,17.71,4.66
5011,久陽,133.64,101.23,2.93,7.24,50.41,12.00,30.41,3.80,0.92,3.60,5.75,2.00,3.48,1.51
5013,強新,228.06,122.83,8.89,4.51,80.93,3.18,114.77,2.42,0.89,5.23,8.29,39.21,5.17,1.92
5014,建錩,113.01,76.11,1.59,11.55,31.60,7.76,47.03,8.06,1.64,1.57,0.85,4.94,0.17,0.14
5015,華祺,178.48,125.19,9.77,8.11,45.00,1.92,190.10,4.28,0.62,3.71,5.47,19.80,5.30,1.34
5016,松和,321.37,168.95,4.40,5.43,67.21,2.20,165.90,2.31,0.76,2.22,3.18,11.97,2.31,0.93
5201,凱衛,477.86,472.77,139.09,13.03,28.01,63.39,5.75,35.73,0.44,14.68,19.06,25.43,32.92,2.44
5202,力新,"1,200.69","1,172.85","68,451.86",6.81,53.59,2.61,139.84,2.51,0.12,14.38,15.38,18.48,119.29,1.81
5205,中茂,89.72,84.17,-63.18,2.26,161.50,72.69,5.02,7.69,0.21,-17.56,-26.45,-16.97,-84.82,-1.55
5206,坤悅,147.00,25.19,2.97,815.69,0.44,0.26,"1,403.84","3,795.97",0.28,3.04,12.27,29.83,10.63,2.3
5209,新鼎,130.96,128.76,107.31,6.55,55.72,73.83,4.94,69.20,1.63,8.51,43.86,154.94,5.18,12.51
5210,寶碩,151.40,137.83,-18.15,6.93,52.66,2.44,149.59,1.12,0.34,-12.28,-20.81,-15.17,-37.12,-1.56
5211,蒙恬,922.60,810.99,"-10,308.89",9.20,39.67,1.90,192.10,1.79,0.29,-26.12,-29.83,-57.95,-90.02,-4.56
5212,凌網,223.64,203.12,81.35,6.94,52.59,9.43,38.70,13.31,1.13,13.65,22.77,41.67,11.92,3.36
5213,亞昕,140.53,20.07,5.54,42.55,8.57,0.09,"4,055.55",1.55,0.11,2.75,10.94,25.69,21.37,2.59
5220,萬達光電,216.26,178.67,4.29,8.28,44.08,5.07,71.99,0.93,0.56,3.06,4.57,8.37,4.80,0.95
5223,安力-KY,152.04,128.40,1.31,1.99,183.41,8.81,41.43,1.21,0.45,-1.05,-0.18,0.40,-0.24,-0.08
5227,立凱-KY,130.16,93.62,-20.28,15.91,22.94,3.26,111.96,1.63,0.62,-38.05,-70.66,-56.31,-64.09,-7.0
5228,鈺鎧,113.27,59.19,-7.85,4.87,74.94,2.17,168.20,0.52,0.34,-4.12,-7.96,-22.88,-17.21,-2.0
5230,雷笛克光學,163.69,101.00,1.36,2.82,129.43,1.96,186.22,1.33,0.55,0.90,0.55,1.39,0.50,0.07
5236,凌陽創新,712.46,673.56,"76,984.63",6.30,57.93,1.98,184.34,172.88,0.56,14.60,17.1,86.43,25.93,7.36
5245,智晶,101.33,62.24,"-1,751.61",8.00,45.62,3.18,114.77,0.99,0.48,-7.11,-12.67,-32.94,-15.76,-3.22
5251,天鉞電,476.50,406.01,-123.61,2.85,128.07,2.74,133.21,4.28,0.34,-11.79,-14.63,-17.99,-34.54,-1.84
5263,智崴,288.58,256.92,-714.40,1.89,193.12,無,無,1.15,0.17,-3.16,-5.66,-34.28,-20.86,-2.79
5272,笙科,748.03,413.79,-11.48,7.28,50.13,0.74,493.24,0.76,0.26,-2.30,-2.82,-5.13,-9.32,-0.56
5274,信驊,503.76,454.67,123.63,3.69,98.91,3.17,115.14,15.06,0.59,22.29,24.19,315.95,32.16,26.66
5276,達輝-KY,204.60,138.18,-0.40,5.39,67.71,4.35,83.90,6.24,1.04,-3.27,-5.52,-1.44,-3.54,-0.71
5278,尚凡,149.50,116.26,51.60,14.13,25.83,1.76,207.38,856.91,1.59,23.44,63.33,164.58,14.44,13.39
5287,數字,141.20,140.04,322.26,14.24,25.63,無,無,2.15,0.62,20.66,35.84,160.87,32.81,12.74
5289,宜鼎,377.70,302.33,202.65,5.97,61.13,3.89,93.83,3.45,0.89,12.32,16.04,161.89,13.76,12.98
5291,邑昇,280.28,176.80,11.60,2.77,131.76,2.74,133.21,2.31,0.62,0.92,1.22,4.67,1.34,0.34
5299,杰力,378.98,298.77,"1,665.33",6.54,55.81,1.65,221.21,10.33,0.44,7.79,10.55,60.78,15.05,5.13
