新聞編號,網址,標題,摘要,關鍵字,內容,發布時間,類別,類別號碼,情感分類,情感得分
5640786,https://news.cnyes.com/news/id/5640786,外籍移工匯兌新規！每年匯款上限50萬元 公司資本額至少1億元,金管會今 (16) 日預告修正「外籍移工國外小額匯兌業務管理辦法」，預計第 4 季上路，移工每年累計匯款金額上限從 40 萬元放寬至 50 萬元,"['金管會', '外籍移工', '匯兌']","金管會今 (16) 日預告修正「外籍移工國外小額匯兌業務管理辦法」，預計第 4 季上路，移工每年累計匯款金額上限從 40 萬元放寬至 50 萬元，不過，無論是專營或非專營匯兌公司，實收資本額或在台營運資金應不低於新台幣 1 億元，目前國內共有 4 家業者，皆符合規定。

截至目前，共有 4 家經金管會許可經營外籍移工國外小額匯兌業務機構，分別為統振 (6170-TW)、東聯互動 (7738-TW)、數位至匯及美家人力資源。不過，美家人力資源尚未開業。

根據最新統計，外籍移工國外小額匯兌業務今年上半年匯兌筆數達 427 萬筆，年增 66.8%，匯兌金額 404 億元，年增 57.8%，客戶數共計 74.1 萬人。

金管會表示，為因應外籍移工年度薪資已近現行年度累計匯款金額之上限，並參酌實務作業情形及金融監理需要，因此修正本辦法，修正重點如下：

一、 修正境外匯兌機構係指依外籍移工母國法令規定，於我國境外經營匯兌相關業務者。（修正條文第三條）

二、 增訂非專營外籍移工國外小額匯兌業務之外籍移工匯兌公司，其實收資本額或在臺營運資金應不低於新臺幣一億元之規定。（修正條文第五條）

銀行局副局長童政彰表示，過去對於外籍移工匯兌公司沒有實收資本額的限制，之所以增訂實收資本額或在台營運資金不能低於新台幣 1 億元的規定，主要是為了防範新加入業者，可能會有不符的情事，希望讓法規更完善，無論是專營或兼營，實收資本額須達 1 億元門檻，並指撥不低於 1 億元的營運資金，專款經營外籍移工國外小額匯兌業務。

三、 外籍移工匯兌公司之負責人應具有銀行、電子支付機構、金融科技或就業服務業等專業，並能提出成功之外籍移工國外小額匯兌業務經營模式。（修正條文第六條）目前 4 家業者皆符合規定。

四、 增訂申請人申請經營外籍移工國外小額匯兌業務時，得檢具經律師審閱信託契約、履約保證契約或其範本之法律意見書，並增訂外籍移工匯兌公司申請續期時，應檢具之申請書件。（修正條文第七條）

五、 增訂主管機關得駁回經營申請或營業許可證續期申請之情形。（修正條文第八條）

六、 增訂外國銀行在臺分行申請兼營外籍移工國外小額匯兌業務時，檢具董事會或常務董事會同意之決議錄之但書規定。（修正條文第十一條）

童政彰指出，台灣外籍移工主要來自菲律賓、越南、印尼、泰國，其中，泰國盤谷銀行在台設有三處分行，菲律賓首都銀行、印尼人民銀行亦設有分行，這些外國銀行在台分行得由經總行或區域總部授權人員出具同意書為之。

七、 修正外籍移工匯兌機構辦理本業務每年累計匯款金額之上限，由新臺幣四十萬元調高至新臺幣五十萬元。（修正條文第十二條）

八、 增訂外籍移工國外小額匯兌業務之新臺幣及外匯存款專戶應標明專戶名稱之規定。（修正條文第十三條）

九、 明定外籍移工身分確認應遵循之程序。（修正條文第十四條）

童政彰表示，外籍移工匯兌機構於外籍移工註冊時，應確認其身分，並留存確認身分程序所得資料；於外籍移工辦理匯兌交易時，應再進行交易控管，包括受款人檢核及交易態樣監控；於註冊後，對現有外籍移工身分資料及居留證有效性進行持續審查。

十、 修正外籍移工匯兌公司於行動裝置應用程式揭示相關重要資訊之時機。（修正條文第十六條）
",2024-07-16 21:23:52,台股新聞,827,正面,18
5640784,https://news.cnyes.com/news/id/5640784,華電網下半年業績展望樂觀 AI浪潮帶動軟硬體系統及雲端服務,華電網 (6163-TW) 今 (16) 日召開法說會，公司表示，在 AI 浪潮下，台灣的半導體與科技業持續蓬勃發展，所有客戶都在加速投資軟硬體系統及雲端服務，市場商機極大，下半年業績展望十分樂觀，有望實現穩健成長。,"['華電網', 'AI', '物聯網']","華電網 (6163-TW) 今 (16) 日召開法說會，公司表示，在 AI 浪潮下，台灣的半導體與科技業持續蓬勃發展，所有客戶都在加速投資軟硬體系統及雲端服務，市場商機極大，下半年業績展望十分樂觀，有望實現穩健成長。

華電網表示，上半年在智慧建築及智慧園區智慧化應用方面取得重大突破，幫助科技業客戶建置新一代 AI 機房、提供企業生成式 AI 解決方案，協助建立 AI 算力基礎平台，發展企業 AI 腦應用。

下半年來看，華電網認為，將延續上半年的發展方向，同時加入智慧製造服務，為製造業客戶建置數據平台、能源管理系統、優化設備維護保養及顧問輔導，以協助取得 ISO 認證。

華電網認為，全球已快速進入邊緣 AI 應用的落地階段，隨著技術的精進與應用需求的增加，邊緣 AI 的應用範圍將持續擴張，基於滿足客戶的需求與服務，也重點開發邊緣 AI 的應用。

華電網舉例，透過生成式 AI 的應用，能提升內部營運效能、影像辨識、網路管理、智慧監控與 MOD 等領域，因應市場與客戶的需求，將持續提供邊緣 AI 的解決方案。

在智慧交通方面，華電網表示，經過多年在車聯網領域的耕耘，再結合 AI 在車聯網的應用、智慧桿、5G 與網路管理等應用，陸續在國內車聯網標準、技術與實驗場域的驗證符合預期成果。

同時，華電網首度於今年進入東南亞國家的交通團隊，顯現專注多年在車聯網應用的軟硬體開發，即將邁入商轉的重要指標，後續也將攜手美國及歐洲市場的協作夥伴，共同規劃發展智慧交通於車聯網相關應用的解決方案。
",2024-07-16 20:52:40,台股新聞,827,正面,31
5640771,https://news.cnyes.com/news/id/5640771,證交法三讀 上市櫃公司提撥盈餘加薪  KPMG：可激勵基層及保障年輕員工,立法院會今（16）三讀修正通過證交法第 14 條，規定上市櫃公司「應於章程訂明以年度盈餘提撥一定比率為基層員工調整薪資或分派酬勞」，KPMG 表示，此修正將有助激勵基層員工士氣，並側重於對年輕員工之保障，有助提高公司向心力。,"['證交法', '分派酬勞', '基層員工', '調整薪資']","立法院會今（16）三讀修正通過證交法第 14 條，規定上市櫃公司「應於章程訂明以年度盈餘提撥一定比率為基層員工調整薪資或分派酬勞」，KPMG 表示，此修正將有助激勵基層員工士氣，並側重於對年輕員工之保障，有助提高公司向心力。但證交法並未言明盈餘應分配股票或現金，未來需與公司法規定一併整體觀察。
 
KPMG 安侯建業稅務部執業會計師丁英泰表示，首先，本條規定「分派酬勞」之部分與公司法 235 之 1 規定類似，公司法增訂時目的即在激勵員工士氣，本次證交法第 14 條增訂，不但可見到對「基層員工」的保障，更增加以盈餘之一定比率「調整薪資」之可能性，可見更側重對年輕員工之保障。
 
丁英泰指出，但本條規定與公司法高度相似的情形下，未來仍有與公司法規定之調和問題，例如本規定係以年度「盈餘」進行提撥；公司法規定則係以當年度「獲利」狀況進行提撥，在員工分紅已經「費用化」的前提下，章程內容是否需分別規定？另公司法規定章程明訂之酬勞分配方式除依「比率」分派外，尚包括「定額」分派的情形，似較本次證交法第 14 條規定之更為寬鬆。
 
此外，丁英泰說明，針對分配方式，公司法規定得以股票或現金為之，且分配對象尚包括符合一定條件之控制或從屬公司員工；在證交法對此均無言明之前提下，未來上市、上櫃公司在本條規定之適用上，可能需與公司法規定一併整體觀察，同時釐清組織策略上得適用本規定之基層員工範圍，基層員工與中、高階員工之酬勞分派比例等，以體系性之方式梳理薪資及盈餘分派政策，以達到攬才留才之政策目的。
",2024-07-16 20:40:11,台股新聞,827,正面,10
5640761,https://news.cnyes.com/news/id/5640761,純網保捲土重來 彭金隆：盼見到「具狼性的哈士奇」,金管會主委彭金隆今 (16) 日揭示「促進金融科技發展五策略」方向，將重啟數位保險公司 (純網保) 申請，擬鬆綁業務範圍限制及股權結構，預計年底前公布，期望看到台灣「具有狼性的哈士奇」,"['金管會', '純網保', '彭金隆']","金管會主委彭金隆今 (16) 日揭示「促進金融科技發展五策略」方向，將重啟數位保險公司 (純網保) 申請，擬鬆綁業務範圍限制及股權結構，預計年底前公布，期望看到台灣有許多「具有狼性的哈士奇」，金管會也會致力吸引國外具有獨角獸潛力的團隊來台。

根據金管會規劃促進金融科技發展五策略，第一、擴大容錯空間，加大創新領域；第二、鼓勵團體合作，注入集體創新動能；第三、探索金融科技發展機會，助力金融轉型；第四、支持純網路金融發展，發揮鯰魚效應；第五、全方位引領金融科技發展。

對於純網路金融發展，彭金隆指出，未來將放寬純網銀業務範圍與線下活動之限制，希望新型態金融業對市場產生刺激發展、創新思維的作用，因此，金管會重新思考重啟數位保險公司的申請，也就是俗稱的純網保，希望吸引更多創新團隊加入。

在業務鬆綁上，彭金隆說明，像是過去受限創新業務不可承作儲蓄性質的商品，股權比例是否參考純網銀也有調整空間，不排除讓銀行也能參與，預計今年底就會提出詳細的方案內容，參與家數也不會設限。

彭金隆表示，數位保險公司的型態在國外行之有年，可分為生態圈、創新科技、傳統金融轉投資三種型態。生態圈意指將既有的客戶群，直接轉化導入保險業務；創新科技則是發展新型態網路技術，用於身分驗證、風險評估等；傳統金融轉投資方面，由於這些業者較為熟悉金融監理規則，希望鼓勵傳統業者再創新。

彭金隆並以「狼、哈士奇」為例，他說，狼帶回去養，養久了也會變成哈士奇，期望未來台灣新型態的保險公司有狼、也有哈士奇，充滿創意的團隊，不受原有框架限制，但更希望未來能看到「具有狼性的哈士奇」。

彭金隆說，過去業界經常將網路銀行和數位保險公司稱之為純網銀、純網保，既定印象就是不能有實體，但實務上，包括房貸、與法人往來業務仍需要線下服務，國際上的網路金融業亦不全然如此，因此，數位保險公司開放方向，會從客戶體驗及安全角度來考量，不會強硬要求一定要在網路上完成。
",2024-07-16 20:31:48,台股新聞,827,正面,24
5640745,https://news.cnyes.com/news/id/5640745,「紡織循環聯盟」成立 遠東SOGO、新光紡織、迪卡儂等業者加入「紡織生態系」,在環境部催生下，首次結合紡織品上中下游產業鏈，跨產官學研各領域，整合最源頭的綠色設計、綠色製造、至消費者「以租代買」的二手衣平台業者都納入的「紡織消費聯盟」，於今（16）日舉辦成立大會，共有 66 位成員加入,"['紡織消費聯盟', '環境部', '資源循環署']","在環境部催生下，首次結合紡織品上中下游產業鏈，跨產官學研各領域，整合最源頭的綠色設計、綠色製造、至消費者「以租代買」的二手衣平台業者都納入的「紡織循環聯盟」，於今（16）日舉辦成立大會，共有 66 位成員加入，包括遠東 SOGO、迪卡儂、歐都納、新光紡織等企業龍頭都在列。

環境部次長沈志修指出，紡織業為全球主要產業之一，溫室氣體排放量佔 4%，近年來快時尚潮流增加民眾衣物汰舊換新頻率，產生大量的消費後廢棄物，國際正在著手改善時尚循環，例如歐盟提出「2030 永續循環紡織」要求業者從設計、負責回收等作為達成「T to T ，紡織到紡織」並規範要以數位護照進行資訊揭露等。

此外，為導引環保化設計概念與人才培育，並適時掌握最新環保法規與相關政策，紡織循環聯盟也邀請學術單位、研究單位與政府單位一同共襄盛舉，建立產官學研溝通交流平台，後續聯盟將以推動「紡織品綠色設計、紡織品循環採購、鼓勵紡織產業創新、促進永續消費行為、建立再生纖維認驗證機制及輔導設置智慧分選設施」為 6 大目標，由聯盟成員共同推動紡織循環相關工作，沈志修並在活動現場頒發「永續時尚標誌」予聯盟成員。

南亞塑膠工業股份有限公司副總經理陳志文指出，為達成 2050 淨零目標，他們致力於生產單一材質產品以利回收與精進回收能力，以做好生產者責任。從 2007 年展開保特瓶回收，至今已達 280 億支，減碳效果等於 1550 座大安森林公園。目前以能生產回收料含 50％的回收粒，處理邊角料與舊衣的工廠也即將量產。

太平洋崇光百貨副總經理楊政憲表示，百貨公司不可能不賣東西，但可以和消費者一起努力「消費但不浪費」，例如募集消費者以 app 追蹤二手衣流向，瞭解舊衣成為繼續使用的二手衣、或製作為再生料或是燃料、在刊物中推薦綠色產品及推廣資源循環理念，並邀請裁縫協助員工將舊衣進行修補或改造等行動。

資源循環署署長賴瑩瑩表示，繼食品、電子電機產品之後，紡織循環聯盟係第三個在環境部規劃下協助成立的產業生態系，第四個是回收處理業。該署先前即訂定「連鎖品牌服飾業及百貨零售業紡織品循環指引」，邀請品牌服飾業及百貨零售業加入「永續時尚聯盟」，鼓勵品牌服飾業可以設計材質單一或使用再生料的服飾、提供衣物維修或回收服務、設置二手衣專賣區等措施，促進品牌服飾逆向回收與循環。

賴瑩瑩也呼籲公部門機關、學校與民間企業共同推動紡織品循環採購，可參依「機關及公民營單位服飾紡織品循環採購指引」，儘量採購材質單一比率達 90% 以上符合環保化設計的制服或活動衣服，也可透過採購規範請供應商提供舊衣回收、維修或保固等方式，提升紡織品回收循環再利用。

賴瑩瑩指出，此聯盟從原料生產、品牌、百貨、回收處理業完整串連了「紡織生態系」，聯盟未來將透過定期召開會議或工作坊提供交流平台，與各界進行溝通交流，持續彙集各界對於紡織循環推動之需求及期待，形塑紡織循環供應鏈網絡，建立企業和政府之間的重要交流管道，共同合作促進紡織品循環利用，並以製作貼文、影音或電子刊物等形式宣傳聯盟成員的推動成果。
",2024-07-16 20:26:40,台股新聞,827,正面,23
5640744,https://news.cnyes.com/news/id/5640744,晶技自結上半年稅前賺12.74億元年增5成 每股賺4.11元,晶技公布最新營收及獲利資訊，2024 年 6 月因客戶盤點因素，單月營收爲 9.5 億元，月減 2.86%，年增 15.06%，單月稅前盈餘 2.07 億元，年增 11.9%，上半年稅前賺 12.74 億元，每股稅前賺 4.11 元。,"['晶技', '華新科', '佳邦', '私募']","台灣頻率元件業龍頭晶技 (3042-TW) 今 (16) 日公布最新營收及獲利資訊，2024 年 6 月因客戶盤點因素，單月營收爲 9.5 億元，月減 2.86%，年增 15.06%，單月稅前盈餘 2.07 億元，年增 11.9%，2024 年 1-6 月稅前盈餘 12.74 億元，年增 50%，每股稅前盈餘達 4.11 元。

晶技對美系手機客戶的新機需求已開始自 6 月出貨，加上車用業務的需求，晶技也看好 2024 年第三季旺季市場需求高成長力道。

晶技 2024 年第二季營收 29.23 億元，季增 6.14%，優於原預期的 5% 季成長，年增 20.47%，而下半年將進入市場的需求旺季。法人估晶技 2024 年第三季營收將較第二季有雙位數成長並達 31 億元，創 8 季以來單季營收新高。

晶技獲華科集團的華新科技 (2492-TW) 及佳邦科技 (6284-TW) 以 每股 93.5 元全數認購，總金額達 23.375 億元。晶技指出，私募增資股款已全數到位，且華新科集團也還不斷自集中市場購入晶技股票，集團累計持股超過 10%。 

晶技股東會經通過發行 2.5 萬張現增私募股權，由華科集團的華新科技 (2492-TW) 及佳邦科技 (6284-TW) 以 93.5 元全數認購，以總金額 23.375 億元，取得晶技增後的 7.46%，同時，且華新科集團也還不斷自集中市場購入晶技股票，累計持股超過 10%。

晶技包括印尼廠及寧波的新建車用元件專用廠，分別在第四季及第三季加入挹注營收。
",2024-07-16 19:24:21,台股新聞,827,負面,-1
5640713,https://news.cnyes.com/news/id/5640713,康和證搶年輕客 找來Wing Stars啦啦隊做形象短片代言,康和證搶年輕客 找來 Wing Stars 啦啦隊做形象短片代言,"['康和', '券商', '台鋼']","康和證券 (6016-TW) 與台鋼雄鷹於日前合辦「All in 鷹」主題日，中南部員工眷屬齊聚澄清湖球場觀看賽事，並由康和證總經理邱榮澄主持開球，康和證也特別邀請 Wing Stars 啦啦隊擔任康和證券形象短片代言人，藉此搶攻年輕族群的理財版圖。

此次 Wing Stars 啦啦隊安芝儇、林浠和瑈瑈身穿 OL 裝，化身專業理財專員，在這次短片拍攝活動，聚焦於康和證券的創新金融服務，目的是解決投資新手常見的困擾，並傳達智能理財觀念。

由於對投資新手小白來說，選擇標的是一個困難問題，使用康和的創新服務「768 選股」涵蓋 7 大面向，能完整引導新手投資者，並提供多達 68 種的多空選股策略，再加上新推出的「卡好通」分戶帳平台，一次可綁定多家銀行帳戶，有效控管帳戶資金。

康和證樂觀看待，這次跨界合作將吸引更多投資人的關注，並幫助更多新手在投資道路上取得成功。
",2024-07-16 19:07:46,台股新聞,827,正面,2
5640679,https://news.cnyes.com/news/id/5640679,遠雄港緊搭空運大商機 跨境物流專倉投入營運,遠雄港緊搭空運大商機 跨境物流專倉投入營運,"['遠雄港', '空運', '物流', '東風']","遠雄港 (5607-TW) 今 (16) 日與東風集團旗下東風航空貨運承攬公司 (EAST WIND Express) 共同辦理跨境電商自動化物流專倉的開工營運典禮，將提供兩岸三地貨物運輸更完善的物流服務。

遠雄港說明，物流專倉是一地上三層和地下一層的獨立快遞通關倉庫，建物量體約 3,965 坪，涵蓋通關倉儲區、物流操作區、辦公區域等作業空間，預計將於明日正式開倉營運，提供更優良的營運安全與通關效率，為台灣空運快遞市場締造新榮景。

桃園國際機場位居東亞樞紐位置，航網綿密加上航空機隊充足運能，近年來兩岸經貿的空運進出口貿易量呈穩定成長的趨勢，因而更依賴穩定的物流支援及快速的貨件處理效率。

遠雄港表示，在此背景下，占地 45 公頃、串連物流、人流、商流、金流和資訊流的遠雄航空自由貿易港區便具有高度經濟效益和競爭力，成為兩岸分工、國際接軌重要橋樑。

而東風集團也將透過與遠雄港的合作，挹注桃機國際空運新能量。
",2024-07-16 18:38:31,台股新聞,827,正面,17
5640678,https://news.cnyes.com/news/id/5640678,外資賣超台股56億元連三賣 但對這5檔買超都逾萬張,台股大盤 2 萬 4000 點今 (16) 日在盤中得而復失，全場成交量能不出，終場大盤收盤指數報 23997.25 點，上漲 117.89 點，全場市場成交值爲 4670.5 億元，三大法人合計賣超 77.89 億元。,"['台股', '外資', '投信', '台積電']","台股 2 萬 4000 點今 (16) 日在盤中得而復失，全場成交量能不出，收盤指數報 23997.25 點，上漲 117.89 點，全場市場成交值爲 4670.5 億元，三大法人合計賣超 77.89 億元。

今天集中市場外資對緯創 (3231-TW)、長榮航 (2618-TW)、群益證 (6005-TW)、潤泰新 (9945)、國泰金 (2882-TW) 的買超張數都超過 1 萬張。

7 月 16 日外資續賣超 56.28 億元，連續第 3 個交易日賣超；自營商賣超 98.89 億元，呈現連 8 賣；投信買超 77.27 億元；三大法人合計賣超 77.89 億元。在期貨市場，外資今天交易口數淨額爲空單 932 口，未平倉口數淨額爲 37134 口。

集中市場 7 月 16 日外資買超較多的個股爲，緯創、長榮航、群益證、潤泰新、國泰金、元大金、欣興、開發金、聯上發、聯電；集中市場 7 月 16 日外資賣超較多的個股爲， 玉山金、群創、遠東新、華南金、鴻海、中信金、台新金、亞泥、英業達、中興電。

集中市場 7 月 16 日投信買超較多的個股爲，台新金、華南金、玉山金、遠東新、富邦金、上海商銀、兆豐金、中信金、大聯大、亞泥。集中市場 7 月 16 日投信賣超較多的個股爲，群益證、元大金、中鋼、長榮航、臺企銀、東元、聯電、南亞、京城銀、 遠傳。

集中市場 7 月 16 日自營商買超較多的個股爲，緯創、正文、玉山金、永豐金、元大金、聯電、仁寶、中信金、台肥、TPK-KY；集中市場 7 月 16 日自營商賣超較多的個股爲，新光金、開發金、京元電、長榮航、瑞軒、長榮鋼、群創、英業達、國泰金、陽明。

資深證券分析師黃漢成指出，台股以台積電 (2330-TW) 的表現爲中心，相對帶動的包括設備、CPO、AI 及測試等類股，在台積電漲勢減緩後，相關的供應鏈及設備廠也有因此造成資金流出，並進入其他的類股。台股高檔震盪及輪動格局目前不會改變，短期月線及 10 日線仍爲重要支撐，但可能遭到摜破。
",2024-07-16 18:34:39,台股新聞,827,負面,-2
5640511,https://news.cnyes.com/news/id/5640511,保瑞 獲利減碼立於不敗，欣興 三題材加持漲不停，生技、重電 震盪買點要把握: 美時、醫揚、台積電、森崴能源、中興電、大亞、元晶、康舒、力成,,"['亨達投顧', '陳智霖', '台指期', '外資', '空單', '崩盤', '軋空', '槍擊', '川普', '拜登', '生技', '醫療', '保瑞', '美時', '醫揚', '欣興', '股債', '債券', '台積電', '龍頭股', '投等債', '全新', '力成', '倉和', '樺漢', '康舒', '元晶', '輝達', 'GB200', 'CoWoS', '蘋果', '技嘉', '景碩', '政策', '綠能', '缺電', '中興電', '大亞', '森威能源', '籌碼', '趨勢分析']","台北股市量縮震盪，收盤在 24000 點附近，成交量 4670 億元，明天是台指期結算，近期市場傳言外資空單四萬口、台北股市將要崩盤的言論，星期六陳智霖分析師提出了不同的看法，觀察特定法人的空單都集中在明天要結算的近月份，老師已經告訴各位也不排除被軋空在相對高位結算，因為近月部位明天將要結算有時間的壓力，老師在今天節目也會特別來分析最新的籌碼面。

假日發生美國總統參選人川普遭到槍擊，從現在的走勢來看股票市場的反應是籌碼安定跌不下去，按照過往的經驗遭到槍擊的候選人當選機率非常高，市場現在開始討論川普交易、川普通膨等議題，關於這些的言論陳智霖老師早在兩週前就在節目向各位粉絲做分析。

川普當選將會有利生技醫療的監管，今天新聞斗大的標題告訴你生技股有利，但是看到新聞追高的結果當然是沒有利潤，在股票市場要賺錢重要的是在早知道，如果你因為川普槍擊事件擔心恐慌昨天把股票賣掉，你無法享受到今天欣興 (3037-TW) 的上漲，也無法享受到今天創歷史新高的保瑞 (6472-TW)，沒有經驗就不要單打獨鬥，更不要看新聞追高被出貨。

昨天文章特別分享，川普槍擊事件沒有經驗的投資人會很擔心股市崩盤或者類似像過去台灣 319 槍擊案一樣重挫，是老師的會員並不會有這樣的問題，週日會員影音就已經向會員分析評估槍擊事件並沒有影響，還有台股開盤前可以觀察什麼? 這就是跟上專業的價值，上述的股票自然就能抱得住。



兩週前的週六直播就已經跟忠實粉絲分析，川普拜登辯論會之後，川普的民調勝選機率高，川普當選對於生技醫療的監管有利，因此老師特別強調 7 月份生技股有行情，股王 保瑞 (6472-TW) 老師如何帶領會員從六月至今神操作，只要是有鎖定陳智霖老師節目包括文章的粉絲一同見證，信賴我的會員更是參與了三趟神操作，兩週前講的 7 月下旬飆漲生技，股王保瑞漲停就是確認族群起風了，今天行情上漲集中在 AI 概念股，電子股上漲生技股受到壓抑很正常，看法就跟上星期所講的一樣把握震盪的買點，會員有高出減碼目前立於不敗之地，接下來要買要賣持有生技股的投資人邀請跟上陳智霖老師。



保瑞 (6472-TW)7/8(一) 邀請忠實粉絲 + 1 來操作第三趟，通通大賺會員立於不敗!!





股王保瑞漲停後還原權息創歷史新高，這預告著接下來生技股行情不寂寞，包括老師看好的美時 (1795-TW) 獲得生技獎項，屬於生技股裡面的獲利績優生，雖然上週反應營收股價下跌，但無論漲跌老師在節目跟文章都有分享給會員的看法，持有者也歡迎跟著老師的規劃來操作，看好的生技股老師都有精選提供給會員，例如生技小鋼炮 醫揚 (6569-TW) 昨天攻上漲停板，同樣也是老師在會員影音中向會員分析推介的個股。





台股大盤今天成交量僅 4670 億元，不要忘記智霖老師週六提醒的成交量，假設成交量縮就是進入整理結構，既然進入量縮震盪整理，此時操作有難度，提醒粉絲不要單打獨鬥，台股當前融資持續大增，大盤高檔震盪時籌碼面就特別重要，究竟哪些個股有籌碼面問題邀請您下載老師的 APP，在每週日晚上 19:00 都有免費的文章分析提供信用籌碼有疑慮名單，現階段還有哪些個股有籌碼面問題呢? 新朋友你一定要立即下載 APP 來收看，平日的晚上 19:00 也都會有陳智霖老師親自撰寫的免費分析文章，沒有下載 APP 真的就是你的損失喔。

點擊連結免費下載註冊〈陳智霖分析師 APP〉獎勵金回饋立即領 https://hantec.liveinapp.com/jhih-lin-app-link

寧可拜錯神，不要跟錯人，更不要看錯節目，節目的忠實觀眾及文章讀者一起見證陳智霖老師如何公開操作龍頭股，真正做到股債雙贏，台積電 (2330-TW) 去年 10 月 5 日直接公開預告 525 元帶全體會員作進場，10/21 日抓到債券殖利率終點預告股債市低點，提醒債券只可以配置不要重押，大多數資金買台積電將會漲到讓你流口水，一月底開始佈局投資等級債 ETF(00937B)，如何分三次買進到 4/18 日加碼第三次，如今台積電大漲突破千元，投資等級債還原權息創今年高，配息已經領了半年，價差也賺到，台積電也賺到，是不是真的股債雙贏。

台積電 (2330-TW) 公開操作證據



群益 ESG 投資等級債 20+ 公開預告 3 次佈局打造月月配現金流 (相關布局證據)



陳智霖老師都是從產業面出發，控制持股檔數有買有賣，繼 6/20 日節目公開會賣是師傅賣出多檔個股，例如全新 (2455-TW)、力成 (6239-TW) 、倉和 (6538-TW) 後，6/22 日預告三重點族群進場的個股，也於上星期二節目再度跟觀眾朋友說明會員精簡持股至 3 檔，樺漢 (6414-TW)、 康舒 (6282-TW) 及短期搭配操作的元晶 (6443-TW) 也是公開獲利賣出，有精簡持股就不會擔心目前的量縮震盪。

欣興 (3037-TW) 公開操作證據



智霖老師不斷強調 AI 伺服器輝達的 GB 200 整機出貨是在 9 月份開始，台積電先進封裝非常的好，相關 CoWoS 設備股漲了這麼多，難道材料的 ABF 不會漲嗎? 加上消費性電子還有蘋果 i16 手機相關的備貨優於市場的預期，這些都顯示著 ABF 產業復甦，因此無論是欣興 (3037-TW) 或者技嘉 (2376-TW) 這樣的股票在低位階老師當然是帶領會員做堅持，上週四欣興 (3037-TW) 攻上漲停板，老師表示能夠秒填息代表大戶進場，且股價位階落後景碩 (3189-TW) 非常不合理，今天欣興 (3037-TW) 股價果然持續上漲突破 7 月以來新高價，以上的股票究竟要如何操作，邀請粉絲可以跟上陳智霖老師。



量縮時刻您將會更需要老師盤中的獨家數據，而且搭配量縮環境的操作策略，看好的股票老師每週精選名單都會設定價位、盤中到價還有通知功能，在中午時間提供盤中數據明確指引給會員看法，帶領簡訊會員有控制持股且不斷累積戰果，會員就能心情平穩的在股市持續穩健獲利，而且波段潛力股有老師把關自然抱得住！老師預告的三重點：政策、綠能、缺電族群今天重挫拉回，大亞 (1609-TW)、中興電 (1513-TW)、森崴能源 (6806-TW) 盤中都下跌超過 2%-5%，這是內資主力慣用的操作的手法，如何觀察是否要買進? 老師都有設定好價位。

關於最新的股債行情看法、還有即將結算的籌碼數據，老師帶領會員最新的進出策略及預告，請忠實粉絲務必要鎖定今晚 18:00 最新播出的節目。(點擊下方影片即可收看，也請動動手指頭不吝嗇給智霖老師一個讚)

最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)



才剛剛接觸陳智霖分析師的新朋友，建議您現在立即點選連結下載安裝陳智霖分析師 APP，新註冊的用戶可免費盤中選股以及會員專屬影音，歡迎您透過體驗來了解陳智霖老師，午報導航體驗都是限時限額開放，千萬不要浪費了您可以免費體驗的權益喔。

點擊連結免費下載註冊〈陳智霖分析師 APP〉獎勵金回饋立即領 https://hantec.liveinapp.com/jhih-lin-app-link

錢進熱線 02-2653-8299, 立即邁向系統依據的股票操作。

文章來源：陳智霖分析師 / 亨達投顧

本公司所推薦分析之個別有價證券
無不當之財務利益關係 以往之績效不保證未來獲利
投資人應獨立判斷 審慎評估並自負投資風險
",2024-07-16 18:33:06,台股新聞,827,正面,26
5640627,https://news.cnyes.com/news/id/5640627,中華電信攜手所羅門 結合雙方優勢推動AI智慧製造升級,中華電信今 (16) 日指出與所羅門簽署合作備忘錄，以 AI 賦能生產力，共同推動工業自動化以及智慧製造升級。此次合作，結合中華電信的資通訊資源，以及所羅門在 AI 與自動化領域的技術，為企業提供創新 AI 解決方案。,"['中華電信', '所羅門', 'AI', '智慧製造']","中華電信 (2412-TW) 今 (16) 日指出，與所羅門 (2359-TW) 簽署合作備忘錄，以 AI 賦能生產力，共同推動工業自動化以及智慧製造升級。此次合作，結合中華電信的資通訊資源，以及所羅門在 AI 與自動化領域的技術，為企業提供創新 AI 解決方案。 

中華電信表示，此次與所羅門的合作，中華電信提供 5G 技術與資通訊解決方案，透過 5G 網路建置，奠定工業自動化和智慧製造的基礎，結合所羅門深度學習技術，提供 AI 視覺檢測、AI 機器人等多方面的智慧製造解決方案。 

中華電信進一步說明，所羅門提供擴增式 AI 智能解決方案，整合擴增實境與先進 AI 深度學習技術，補足過去傳統 AR 視覺缺少的複查確認功能，快速輔助產線進行辨識、流程導引等應用。 

此外，結合中華電信提供穩定且高速的數據傳輸，為 AI 和 AR 技術的實現提供基礎，確保 AI 和 AR 應用得以高效運行，並透過串聯工廠產線，提供整合的自動化解決方案，強化核心競爭力。 
",2024-07-16 18:16:23,台股新聞,827,正面,18
